CIP;NUVA;Label
CIP-3400930279069;VAC1052;PFIZER COMIRNATY-10 XBB.1.5
CIP-3400930294444;VAC1052;PFIZER COMIRNATY-10 XBB.1.5
CIP-3400928099549;VAC1053;PFIZER COMIRNATY-3 XBB.1.5
CIP-3400930279076;VAC1053;PFIZER COMIRNATY-3 XBB.1.5
CIP-3400930295953;VAC1053;PFIZER COMIRNATY-3 XBB.1.5
CIP-3400928099518;VAC1055;NUVAXOVID XBB.1.5
CIP-3400930277379;VAC1055;NUVAXOVID XBB.1.5
CIP-3400930277386;VAC1055;NUVAXOVID XBB.1.5
CIP-3400930277393;VAC1055;NUVAXOVID XBB.1.5
CIP-3400930277409;VAC1055;NUVAXOVID XBB.1.5
CIP-3400930291559;VAC1055;NUVAXOVID XBB.1.5
CIP-3400930297827;VAC1055;NUVAXOVID XBB.1.5
CIP-3400930275597;VAC1060;SPIKEVAX XBB.1.5 50 µg MODERNA
CIP-3400930275610;VAC1060;SPIKEVAX XBB.1.5 50 µg MODERNA
CIP-3400930275627;VAC1060;SPIKEVAX XBB.1.5 50 µg MODERNA
CIP-3400930275634;VAC1060;SPIKEVAX XBB.1.5 50 µg MODERNA
CIP-3400959060013;VAC1100;BOTULISM ANTITOXIN BEHRING
CIP-3400928099495;VAC1258;COMIRNATY JN.1 30 µg
CIP-3400930299715;VAC1258;COMIRNATY JN.1 30 µg
CIP-3400930299722;VAC1258;COMIRNATY JN.1 30 µg
CIP-3400930299739;VAC1258;COMIRNATY JN.1 30 µg
CIP-3400930299760;VAC1258;COMIRNATY JN.1 30 µg
CIP-3400928099501;VAC1259;COMIRNATY JN.1 10 µg
CIP-3400930299746;VAC1259;COMIRNATY JN.1 10 µg
CIP-3400930299753;VAC1259;COMIRNATY JN.1 10 µg
CIP-3400928099488;VAC1260;COMIRNATY JN.1 3 µg
CIP-3400930299777;VAC1260;COMIRNATY JN.1 3 µg
CIP-3400930297841;VAC1261;NUVAXOVID JN.1
CIP-3400930297858;VAC1261;NUVAXOVID JN.1
CIP-3400930297865;VAC1261;NUVAXOVID JN.1
CIP-3400930297872;VAC1261;NUVAXOVID JN.1
CIP-3400930302187;VAC1262;MRESVIA
CIP-3400930302194;VAC1262;MRESVIA
CIP-3400930313398;VAC1267;VIMKUNYA
CIP-3400930304983;VAC1347;EFLUELDA
CIP-3400930304990;VAC1347;EFLUELDA
CIP-3400930305003;VAC1347;EFLUELDA
CIP-3400930305010;VAC1347;EFLUELDA
CIP-3400930305027;VAC1347;EFLUELDA
CIP-3400930305034;VAC1347;EFLUELDA
CIP-3400930305058;VAC1347;EFLUELDA
CIP-3400930305065;VAC1347;EFLUELDA
CIP-3400930663998;VAC1429;TETANEA
CIP-3400931707776;VAC1429;TETANEA
CIP-3400930325506;VAC1466;COMIRNATY LP.8.1 30 µg
CIP-3400930325568;VAC1467;COMIRNATY LP.8.1 3 µg 6 MOIS-4 ANS
CIP-3400930325544;VAC1468;COMIRNATY LP.8.1 10 µg 5-11 ans
CIP-3400930072318;VAC1478;SYNAGIS 50 mg (PALIZIVUMAB)
