NUVA,NUVA label,IsAbstract,CIP,CIP label,Best,Blur,Equiv
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400938308778,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400938308839,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400938309089,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400938309140,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400938309201,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400938309379,"VAQTA 25 U/0,5 mL",True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400934292705,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400934292873,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400934292934,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400934293016,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400938309430,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400938309669,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400938309720,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400938309898,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400938309959,VAQTA 50 U,True,1,10
VAC0166,VAQTA 50 U,False,CIP-3400938310030,VAQTA 50 U,True,1,10
VAC0168,AMBIRIX,False,,,,,
VAC0169,OPTAFLU,False,CIP-3400922175027,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175195,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175256,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175317,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175485,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175546,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175607,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175775,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400922175836,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400927513312,OPTAFLU,True,1,11
VAC0169,OPTAFLU,False,CIP-3400927513480,OPTAFLU,True,1,11
VAC0170,AFLUNOV,False,,,,,
VAC0171,PREPANDEMIC INFLUENZA VACCINE (H5N1) NOVARTIS,False,,,,,
VAC0172,DIFTAVAX,False,CIP-3400934145704,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934145872,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934145933,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934146015,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934146183,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934146244,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934146305,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934146473,DIFTAVAX,True,1,9
VAC0172,DIFTAVAX,False,CIP-3400934847776,DIFTAVAX,True,1,9
VAC0173,FLUENZ,False,CIP-3400922388175,FLUENZ,True,1,4
VAC0173,FLUENZ,False,CIP-3400922388465,FLUENZ,True,1,4
VAC0173,FLUENZ,False,CIP-3400930293447,FLUENZ,True,1,4
VAC0173,FLUENZ,False,CIP-3400930293454,FLUENZ,True,1,4
VAC0174,PROQUAD,False,CIP-3400937171298,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400937171359,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400937171410,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400937171588,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400937171649,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400956721290,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400956721351,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400956721412,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400956721580,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400956721641,PROQUAD,True,1,11
VAC0174,PROQUAD,False,CIP-3400956721702,PROQUAD,True,1,11
VAC0175,A.D.T. BOOSTER,False,,,,,
VAC0176,A.K.D.S.,False,,,,,
VAC0177,AC VAX,False,,,,,
VAC0178,ACEL-IMUNE,False,,,,,
VAC0179,ACELLULAR D.P.T. KOVAX,False,,,,,
VAC0180,ACTACEL,False,,,,,
VAC0182,ADACEL,False,,,,,
VAC0183,AIMMUGEN,False,,,,,
VAC0184,ALDIANA,False,,,,,
VAC0185,ALDITEANA,False,,,,,
VAC0186,ALDITERPERA,False,,,,,
VAC0187,AMARIL,False,CIP-3400932301430,AMARIL,True,1,2
VAC0187,AMARIL,False,CIP-3400932856060,AMARIL,True,1,2
VAC0188,QUIMI-HIB,False,,,,,
VAC0189,ANADIFTERALL,False,,,,,
VAC0190,ANATETALL,False,,,,,
VAC0191,ARILVAX,False,,,,,
VAC0192,ATTENUVAX,False,,,,,
VAC0193,"AVAC-1, AVA",False,,,,,
VAC0194,B-CAPSA,False,,,,,
VAC0195,BEGRIVAC,False,,,,,
VAC0196,BIAVAX,False,,,,,
VAC0197,BIAVAX II,False,,,,,
VAC0198,BIKEN-HB,False,,,,,
VAC0199,BIMMUGEN,False,,,,,
VAC0200,BIOTHRAX,False,,,,,
VAC0201,BIVIRATEN BERNA,False,,,,,
VAC0202,BVAC,False,,,,,
VAC0203,C.D.T.,False,,,,,
VAC0204,CAM-KOVAX,False,,,,,
VAC0205,CD.JEVAX,False,CIP-3400959014986,CD.JEVAX,True,1,1
VAC0206,CELLUVAX,False,,,,,
VAC0207,CENDEVAX,False,,,,,
VAC0208,CERTIVA,False,,,,,
VAC0209,COMVAX,False,,,,,
VAC0210,D.S.D.P.T.,False,,,,,
VAC0211,DAPTACEL,False,,,,,
VAC0212,DI TE PER POL IMPFSTOFF,False,,,,,
VAC0213,DI-TE-POL,False,,,,,
VAC0214,DIF-TET-ALL,False,,,,,
VAC0216,ANATOXAL DI TE,False,,,,,
VAC0217,DITOXIM,False,,,,,
VAC0218,DOUBLE ANIGEN B.,False,,,,,
VAC0219,DRYVAX,False,,,,,
VAC0220,DT MERIEUX,False,,,,,
VAC0222,TRIPVAC,False,,,,,
VAC0223,DUAL ANTIGEN SII,False,,,,,
VAC0224,ECOLARIX,False,,,,,
VAC0225,EIPV,False,,,,,
VAC0226,"Diptheria, Tetanus and Acellular Pertussis Combined Walvax vaccine",False,,,,,
VAC0227,EPAXAL,False,CIP-3400936064829,EPAXAL,True,1,2
VAC0227,EPAXAL,False,CIP-3400936121751,EPAXAL,True,1,2
VAC0228,ERVEVAX RA 27/3,False,,,,,
VAC0229,FLU SHIELD,False,,,,,
VAC0230,FLUAD,False,CIP-3400930304716,FLUAD,True,1,4
VAC0230,FLUAD,False,CIP-3400930304723,FLUAD,True,1,4
VAC0230,FLUAD,False,CIP-3400930304747,FLUAD,True,1,4
VAC0230,FLUAD,False,CIP-3400930304754,FLUAD,True,1,4
VAC0231,FLUKOVAX,False,,,,,
VAC0232,FLULAVAL,False,,,,,
VAC0233,FLUMIST,False,,,,,
VAC0234,FLUOGEN,False,,,,,
VAC0235,FLUVIRIN,False,,,,,
VAC0236,FLUZONE HIGH-DOSE,False,CIP-3400928099860,FLUZONE HIGH-DOSE,True,1,1
VAC0238,FUNED-CEME,False,,,,,
VAC0240,GUNEVAX,False,,,,,
VAC0241,HAEMOPHILUS INFLUENZAE B CONJUGATE VACCINE - SERUM INSTITUTE OF INDIA,False,,,,,
VAC0242,HBY,False,,,,,
VAC0243,HEPA-B INJECTION,False,,,,,
VAC0244,HEPRECOMB,False,,,,,
VAC0245,HEPTAVAX B,False,,,,,
VAC0246,HIBERNA PRODUCTSIX,False,,,,,
VAC0247,HIBTITER,False,CIP-3400934042065,HIBTITER,True,1,2
VAC0247,HIBTITER,False,CIP-3400935493248,HIBTITER,True,1,2
VAC0248,HINKUYS KAROKOE,False,,,,,
VAC0249,RUBELLA VACCINE HPV-77,False,,,,,
VAC0251,HUMOTET-ANTI TETANUS,False,,,,,
VAC0252,VAXIGRIP ENFANTS,False,CIP-3400934591471,VAXIGRIP ENFANTS,True,1,6
VAC0252,VAXIGRIP ENFANTS,False,CIP-3400934904479,VAXIGRIP ENFANTS,True,1,6
VAC0252,VAXIGRIP ENFANTS,False,CIP-3400934904530,VAXIGRIP ENFANTS,True,1,6
VAC0252,VAXIGRIP ENFANTS,False,CIP-3400934904769,VAXIGRIP ENFANTS,True,1,6
VAC0252,VAXIGRIP ENFANTS,False,CIP-3400934919329,VAXIGRIP ENFANTS,True,1,6
VAC0252,VAXIGRIP ENFANTS,False,CIP-3400934919497,VAXIGRIP ENFANTS,True,1,6
VAC0253,VAXIRAB N,False,,,,,
VAC0254,IMOVAX D.T.,False,,,,,
VAC0255,IMOVAX GRIPPE,False,,,,,
VAC0256,IMOVAX MUMPS,False,,,,,
VAC0257,IMOVAX PAROTIDITIS,False,,,,,
VAC0258,IMOVAX R.O.R.,False,,,,,
VAC0259,IMOVAX Rabies,False,,,,,
VAC0260,IMOVAX Rabies I.D.,False,,,,,
VAC0261,IMOVAX RAGE,False,,,,,
VAC0262,IMOVAX RUBEOLA,False,,,,,
VAC0263,IMOVAX SARAMPION,False,,,,,
VAC0264,INFANRIX,False,,,,,
VAC0265,INFLU-KOVAX,False,,,,,
VAC0266,INFLUENZA HA VACCINE KOVAX,False,,,,,
VAC0267,IPAD TP,False,,,,,
VAC0268,IPOL,False,,,,,
VAC0270,"Inactivated Polio vaccine, unspecified",True,,,,,
VAC0271,ISTIVAC,False,,,,,
VAC0272,KAKSOISROKOTE DUBBELVACCIN,False,,,,,
VAC0273,KIKHOSTE-VAKSINE,False,,,,,
VAC0274,LANCY VAXINA,False,,,,,
VAC0275,LAVANTUU TIROKOTE,False,,,,,
VAC0276,LIOVAX,False,,,,,
VAC0277,LIRUBEL,False,,,,,
VAC0278,LIRUGEN,False,,,,,
VAC0280,MUMPS-MEASLES VACCINE MICROGEN,False,,,,,
VAC0281,LM - 3 RIT,False,,,,,
VAC0282,LTEANAS IMUNA,False,,,,,
VAC0283,LYMERIX,False,,,,,
VAC0284,LYOVAC ATTENUVAX,False,,,,,
VAC0285,LYOVAC MERUVAX,False,,,,,
VAC0286,M-M-R II,False,,,,,
VAC0287,M-R VAX,False,,,,,
VAC0288,M-R VAX II,False,,,,,
VAC0289,M-VAX PFIZER,False,,,,,
VAC0290,MASERN-IMPFSTOFF SSW,False,,,,,
VAC0291,MEASLES VACCINE AIK-C STRAIN POLYVAC,False,,,,,
VAC0292,MEASLES VACCINE DK3,False,,,,,
VAC0293,MENAFRIVAC,False,,,,,
VAC0294,MENCEVAX A,False,,,,,
VAC0295,MENOMUNE-A/C/Y/W-135,False,,,,,
VAC0296,MENPOVAX 4 A+C+Y+W135,False,,,,,
VAC0297,MENPOVAX A+C,False,,,,,
VAC0298,MERUVAX,False,,,,,
VAC0299,MERUVAX II,False,,,,,
VAC0300,MEVILIN-L,False,,,,,
VAC0301,MMR,False,,,,,
VAC0303,MONIARIX,False,,,,,
VAC0304,MOPAVAC SEVAC,False,,,,,
VAC0305,MOPV,False,,,,,
VAC0306,MORBILVAX,False,,,,,
VAC0307,MORUBEL,False,,,,,
VAC0308,MORUMAN BERNA PRODUCTS,False,,,,,
VAC0309,MORUPAR,False,,,,,
VAC0310,MOVIVAC,False,,,,,
VAC0311,MUMATEN BERNA PRODUCTSNA,False,,,,,
VAC0312,MUMPS LIVE,False,,,,,
VAC0313,MUMPS inactivated,False,,,,,
VAC0315,MUMPSVAX,False,,,,,
VAC0317,NABI-HB,False,,,,,
VAC0318,NOTHAV,False,,,,,
VAC0319,OMNIHIB,False,,,,,
VAC0320,"OPV 1-2-3, unspecified",True,,,,,
VAC0321,ORIMUNE,False,,,,,
VAC0322,PARIORIX,False,,,,,
VAC0323,PAVIVAC-SEVAC,False,,,,,
VAC0324,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,,,,,
VAC0325,PEDIARIX,False,,,,,
VAC0326,PEDVAXHIB,False,,,,,
VAC0327,PENTA,False,,,,,
VAC0328,PENTACEL,False,,,,,
VAC0330,PENTACT-HIB,False,,,,,
VAC0332,PENTAVALENTE,False,,,,,
VAC0333,PFIZER VAX-MEASLES K INACTIVATED,False,,,,,
VAC0334,PFIZER VAX-MEASLES L,False,,,,,
VAC0335,PLUSERIX,False,,,,,
VAC0336,PNEUMOVAX,False,CIP-3400930044339,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400930044346,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400930044360,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400930044377,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400930044384,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400930044391,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400932300600,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400935527639,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400935527868,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400935527929,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400935528001,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400935528179,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400935528230,PNEUMOVAX,True,1,14
VAC0336,PNEUMOVAX,False,CIP-3400959002273,PNEUMOVAX,True,1,14
VAC0337,PNU-IMUNE 23,False,CIP-3400934612626,PNU-IMUNE 23,True,1,1
VAC0338,POLIACEL,False,,,,,
VAC0339,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,,,,,
VAC0341,PREVNAR,False,,,,,
VAC0343,ProHIBiT,False,,,,,
VAC0344,"PRP-OMP Hib vaccine, unspecified",True,,,,,
VAC0345,"Hib PRP-T conjugated vaccine, unspecified",True,,,,,
VAC0346,PURIVAX,False,,,,,
VAC0347,QUADRACEL,False,,,,,
VAC0348,QUADRACEL/HIBEST,False,,,,,
VAC0349,QUADRIGEN,False,,,,,
VAC0350,QUATRO-VIRELON,False,,,,,
VAC0351,QUINTUPLE,False,,,,,
VAC0352,R-HB VACCINE,False,,,,,
VAC0353,R-VAC,False,,,,,
VAC0354,RA27/3,False,,,,,
VAC0355,RABAVERT,False,,,,,
VAC0356,RECOMBIVAX HB PÉDIATRIQUE,False,,,,,
VAC0357,"RESPIGAM, RSV-IVIG",False,,,,,
VAC0358,"Rabies immunoglobulin human origin, unspecified",True,,,,,
VAC0359,RIMEVAX,False,,,,,
VAC0360,RIMPARIX,False,,,,,
VAC0361,RIT - LM-2,False,,,,,
VAC0362,RIT - LM-3,False,,,,,
VAC0363,ROTASHIELD,False,,,,,
VAC0364,RUBEATEN BERNA PRODUCTS,False,,,,,
VAC0365,RUBELLA VACCINE MICROGEN,False,,,,,
VAC0366,RUBELLA-KOVAX,False,,,,,
VAC0367,RUBELLOVAC,False,,,,,
VAC0368,RUBELOGEN,False,,,,,
VAC0369,RUBEOVAX,False,,,,,
VAC0370,RVA RABIES VACCINE ABSORBED BIOPORT,False,,,,,
VAC0371,POLIO SABIN GSK,False,,,,,
VAC0372,SAHIA,False,,,,,
VAC0373,SALK,False,,,,,
VAC0374,SANDOVAC,False,,,,,
VAC0375,SEROBACTERIN,False,,,,,
VAC0376,SHANCHOL,False,,,,,
VAC0377,TRIPLE ANTIGEN SII,False,,,,,
VAC0378,SYNAGIS 100 mg (PALIZIVUMAB),False,CIP-3400930072325,SYNAGIS 100 mg (PALIZIVUMAB),True,1,1
VAC0379,T-IMMUN,False,,,,,
VAC0380,"T.Polio, unspecified",True,,,,,
VAC0382,"Tetanus diphtheria vaccine, unspecified",True,,,,,
VAC0383,ANATOXAL TE,False,,,,,
VAC0384,TE/VAC/PTAP,False,,,,,
VAC0385,TELVACLPTAP,False,,,,,
VAC0386,TETAMYN,False,,,,,
VAC0387,TETANOL,False,,,,,
VAC0388,TETASORBAT SSW,False,,,,,
VAC0389,TETAMUN SSW,False,,,,,
VAC0390,TETRACT-HIB,False,CIP-3400933731151,TETRACT-HIB,True,1,4
VAC0390,TETRACT-HIB,False,CIP-3400934338571,TETRACT-HIB,True,1,4
VAC0390,TETRACT-HIB,False,CIP-3400934338632,TETRACT-HIB,True,1,4
VAC0390,TETRACT-HIB,False,CIP-3400934761409,TETRACT-HIB,True,1,4
VAC0391,TETRAMUNE,False,,,,,
VAC0392,TETRAVAX,False,,,,,
VAC0393,TICE BCG,False,,,,,
VAC0394,TIG,False,,,,,
VAC0395,TITIFICA,False,,,,,
VAC0396,BIOPOLIO,False,,,,,
VAC0397,TRESIVAC LYOPHILIZED,False,,,,,
VAC0398,TRI-IMMUNOL,False,,,,,
VAC0399,TRIACEL,False,,,,,
VAC0400,TRIACELLUVAX,False,,,,,
VAC0401,TRIHIBIT,False,,,,,
VAC0403,TRINIVAC,False,,,,,
VAC0404,TRIPACEL,False,,,,,
VAC0405,TRIPEDIA,False,,,,,
VAC0407,TRIPLE,False,,,,,
VAC0408,TRIPLE ANTIGEN,False,,,,,
VAC0409,TRIPLE SABIN,False,,,,,
VAC0410,TRIPLE VIRAL,False,,,,,
VAC0411,TRIVACUNA LETI,False,,,,,
VAC0412,TRIVAX,False,,,,,
VAC0413,TRIVAX-AD,False,,,,,
VAC0414,TRIVAX-HIB,False,,,,,
VAC0415,TRIVB,False,,,,,
VAC0416,TRIVIRATEN,False,,,,,
VAC0417,TRIVIVAC SEVAC,False,,,,,
VAC0418,TRIVIVAC Y,False,,,,,
VAC0419,SHANTT,False,,,,,
VAC0420,BIO-TT,False,,,,,
VAC0421,TUSSITRUPIN FORTE,False,,,,,
VAC0423,TWINRIX JUNIOR,False,,,,,
VAC0424,"Live attenuated oral typhoid vaccine, unspecified",True,,,,,
VAC0425,TYNE,False,,,,,
VAC0426,TYPHOID VACCINE WYETH,False,,,,,
VAC0427,TYPHOID-KOVAX,False,,,,,
VAC0428,VA-MENGOC-BC,False,,,,,
VAC0429,VACCIN COMBINAT DIFTERO-TETANIC,False,,,,,
VAC0430,VACCIN DIFTERIC ADSORBIT,False,,,,,
VAC0431,VACCINUM MORBILLORUM VIVUM,False,,,,,
VAC0432,VACINA DUPLA,False,,,,,
VAC0433,VACINA TRIPLICE,False,,,,,
VAC0434,VACINA TRIPLICE VIRAL,False,,,,,
VAC0435,VAKSIN CACAR,False,,,,,
VAC0436,VAKSIN CAMPAK KERING,False,,,,,
VAC0437,VAKSIN KOTIPA,False,,,,,
VAC0438,VAKSIN SERAP,False,,,,,
VAC0439,VAMOAVAX,False,,,,,
VAC0441,SKYVARICELLA INJ,False,,,,,
VAC0442,VARICELLON,False,,,,,
VAC0443,SEVAC VARIE,False,,,,,
VAC0444,VAXEM-HIB,False,,,,,
VAC0445,VAXIPAR,False,,,,,
VAC0446,VCDT,False,,,,,
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,False,,,,,
VAC0448,VICPS (TYPHIM VI),False,,,,,
VAC0449,VIRELON T 20,False,,,,,
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA",False,,,,,
VAC0451,VIVOTIF,False,CIP-3400930166123,VIVOTIF,True,1,1
VAC0452,VT (VACINA TRIPLICE),False,,,,,
VAC0453,VTV (VACINA TRIPLICE VIRAL),False,,,,,
VAC0454,VVR CANTACUZINO,False,,,,,
VAC0456,WELLTRIVAX TRIVALENTE,False,,,,,
VAC0457,YF-VAX,False,,,,,
VAC0458,ZAANTIDE antitoxin,False,,,,,
VAC0459,ZAANTITE,False,,,,,
VAC0460,ZADITEADVAX,False,,,,,
VAC0461,ZADITEVAX,False,,,,,
VAC0462,ZAMEVAX A+C,False,,,,,
VAC0463,ZAMOVAX,False,,,,,
VAC0464,ZAMRUVAX,False,,,,,
VAC0465,ZARUVAX,False,,,,,
VAC0466,ZATETRAVAX,False,,,,,
VAC0467,ZATEVAX,False,,,,,
VAC0468,ZATRIBAVAX,False,,,,,
VAC0469,ZATRIVAX,False,,,,,
VAC0470,QUINVAXEM,False,,,,,
VAC0471,HEPAVAX-GENE B 20 µg,False,,,,,
VAC0472,PREPANDRIX,False,,,,,
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,False,,,,,
VAC0474,DARONRIX,False,,,,,
VAC0475,FOCLIVIA,False,,,,,
VAC0476,PANDEMIC INFLUENZA VACCINE H5N1 BAXTER,False,,,,,
VAC0477,PUMARIX,False,CIP-3400941846236,PUMARIX,True,1,1
VAC0478,COVAXIS,False,,,,,
VAC0479,TRIAXIS,False,CIP-3400930071809,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930071816,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930071823,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930071830,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930309193,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930309209,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930309728,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930309735,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930309742,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400930309759,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400949406685,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400949451401,TRIAXIS,True,1,13
VAC0479,TRIAXIS,False,CIP-3400949451579,TRIAXIS,True,1,13
VAC0480,FENDRIX,False,CIP-3400936586741,FENDRIX,True,1,3
VAC0480,FENDRIX,False,CIP-3400936586802,FENDRIX,True,1,3
VAC0480,FENDRIX,False,CIP-3400956620654,FENDRIX,True,1,3
VAC0481,TRIVIVAX,False,,,,,
VAC0482,VEPACEL,False,,,,,
VAC0483,FLUAD PAEDIATRICS,False,,,,,
VAC0484,RABIVAX-S,False,,,,,
VAC0485,TETAGAM P (immunoglobuline),False,,,,,
VAC0486,NIMENRIX,False,CIP-3400922253701,NIMENRIX,True,1,7
VAC0486,NIMENRIX,False,CIP-3400922253879,NIMENRIX,True,1,7
VAC0486,NIMENRIX,False,CIP-3400922253930,NIMENRIX,True,1,7
VAC0486,NIMENRIX,False,CIP-3400922254012,NIMENRIX,True,1,7
VAC0486,NIMENRIX,False,CIP-3400922254180,NIMENRIX,True,1,7
VAC0486,NIMENRIX,False,CIP-3400922254241,NIMENRIX,True,1,7
VAC0486,NIMENRIX,False,CIP-3400958245565,NIMENRIX,True,1,7
VAC0487,MENHIBRIX,False,,,,,
VAC0488,PENTAXIM,False,CIP-3400930280713,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400930280720,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400930280737,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400934789953,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400934822063,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400935966544,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400935966605,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400936874572,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400939190112,PENTAXIM,True,1,10
VAC0488,PENTAXIM,False,CIP-3400939190341,PENTAXIM,True,1,10
VAC0489,TRIMOVAX,False,CIP-3400933158569,TRIMOVAX,True,1,1
VAC0490,KINRIX,False,,,,,
VAC0491,TENIVAC,False,,,,,
VAC0492,AFLURIA,False,CIP-3400927959899,AFLURIA,True,1,4
VAC0492,AFLURIA,False,CIP-3400927959950,AFLURIA,True,1,4
VAC0492,AFLURIA,False,CIP-3400927960031,AFLURIA,True,1,4
VAC0492,AFLURIA,False,CIP-3400927960260,AFLURIA,True,1,4
VAC0494,TRITANRIX HepB,False,,,,,
VAC0495,BEXSERO,False,CIP-3400926863036,BEXSERO,True,1,4
VAC0495,BEXSERO,False,CIP-3400926863265,BEXSERO,True,1,4
VAC0495,BEXSERO,False,CIP-3400926863326,BEXSERO,True,1,4
VAC0495,BEXSERO,False,CIP-3400926863494,BEXSERO,True,1,4
VAC0496,GAMMATETANOS (immunoglobuline),False,CIP-3400932892198,GAMMATETANOS (immunoglobuline),True,1,1
VAC0497,"Tetanus immunoglobulin, unspecified",True,,,,,
VAC0498,IMOGAM RAGE,False,,,,,
VAC0499,BENIRAB (immunoglobuline),False,,,,,
VAC0500,FAVIRAB,False,,,,,
VAC0501,EQUIRAB (immunoglobuline),False,,,,,
VAC0502,"Rabies immunoglobulin, unspecified",True,,,,,
VAC0503,"Rabies immunoglobulin equine origin, unspecified",True,,,,,
VAC0504,INFANRIX POLIO HIB NOURRISSONS,False,,,,,
VAC0505,HIBEST,False,CIP-3400933471934,HIBEST,True,1,1
VAC0506,"Pentavalent DTaPHibIPV vaccine, unspecified",True,,,,,
VAC0507,HEXACIMA,False,,,,,
VAC0508,JEEV 3 µg,False,,,,,
VAC0509,BIKEN,False,,,,,
VAC0510,HEXYON,False,CIP-3400927349997,HEXYON,True,1,5
VAC0510,HEXYON,False,CIP-3400927350078,HEXYON,True,1,5
VAC0510,HEXYON,False,CIP-3400927350139,HEXYON,True,1,5
VAC0510,HEXYON,False,CIP-3400927350368,HEXYON,True,1,5
VAC0510,HEXYON,False,CIP-3400927350429,HEXYON,True,1,5
VAC0511,SILGARD,False,,,,,
VAC0512,"Typhus vaccine, unspecified",True,,,,,
VAC0513,HEPATYRIX,False,,,,,
VAC0514,ROTARIX,False,CIP-3400930264065,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400930264072,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400937232593,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400939020167,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400939020228,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400957404345,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400957404406,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400957404574,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400957404635,ROTARIX,True,1,10
VAC0514,ROTARIX,False,CIP-3400957404864,ROTARIX,True,1,10
VAC0515,INFANRIX-POLIO,False,CIP-3400934167416,INFANRIX-POLIO,True,1,1
VAC0516,ABHAYRAB,False,,,,,
VAC0517,FLUARIXTETRA,False,CIP-3400927442599,FLUARIXTETRA,True,1,5
VAC0517,FLUARIXTETRA,False,CIP-3400927442650,FLUARIXTETRA,True,1,5
VAC0517,FLUARIXTETRA,False,CIP-3400930029169,FLUARIXTETRA,True,1,5
VAC0517,FLUARIXTETRA,False,CIP-3400930029190,FLUARIXTETRA,True,1,5
VAC0517,FLUARIXTETRA,False,CIP-3400930029220,FLUARIXTETRA,True,1,5
VAC0518,STAMARIL (multidose),False,,,,,
VAC0520,IMVANEX,False,CIP-3400930254271,IMVANEX,True,1,1
