NUVA,label,comment,abstract
VAC['0847'],VACCIN PNEUMOCOCCIQUE SARBACH,"Unconjugated pneumococcal polysaccharide vaccine, 15-valent, serotypes 1, 2, 3, 4, 6B, 7F, 8, 9N, 11A, 12F, 14, 15F, 18C, 19F, and 23F",False
VAC['0848'],VACCIN BCG INSTITUT MERIEUX,Tuberculosis vaccine,False
VAC['0849'],"Tularemia vaccine, unspecified",Tularemia vaccine,True
VAC['0850'],NEISVAC-C,"Meningococcal conjugate vaccine, serogroup C (conjugated to tetanus toxoid)",False
VAC['0851'],POLIO SABIN MONO TWO (ORAL) GSK,"Polio vaccine (live attenuated, monovalent) against polioviruses type 2, oral",False
VAC['0852'],"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified","Polio vaccine (live attenuated, monovalent) against polioviruses type 2, oral",True
VAC['0853'],"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified","Polio vaccine (live attenuated, monovalent) against poliovirus type 1, oral",True
VAC['0854'],"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified","Polio vaccine (live attenuated, monovalent) against poliovirus types 3, oral",True
VAC['0855'],"Diphtheria-Tetanus-Polio vaccine, unspecified","Diphtheria toxoid (unspecified dose), tetanus toxoid and inactivated polio (trivalent) vaccine, adsorbed",True
VAC['0856'],"DTaPHib vaccine, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) and Haemophilus influenzae type b (conjugated, unspecified) pediatric vaccine",True
VAC['0857'],"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (acellular standard dose or whole-inactivated) and hepatitis B (recombinant) pediatric vaccine",True
VAC['0858'],"HPV vaccine bivalent, unspecified","Human Papillomavirus vaccine, bivalent (types 16 and 18), recombinant",True
VAC['0859'],"HPV vaccine quadrivalent, unspecified","Human Papillomavirus vaccine, quadrivalent (types 6, 11, 16, and 18), recombinant",True
VAC['0860'],"HPV vaccine nonavalent, unspecified","Human Papillomavirus vaccine, nonavalent (types 6, 11, 16, 18, 31, 33, 45, 52, and 58), recombinant",True
VAC['0861'],"Multicomponent meningococcal B vaccine, unspecified","Meningococcal vaccine, serogroup B (multicomponent - multiple proteins)",True
VAC['0862'],"Measles immunoglobulin, unspecified",Measles immunoglobulin,True
VAC['0863'],"Hepatitis B immunoglobulin, unspecified",Hepatitis B immunoglobulin,True
VAC['0864'],"Varicella-Zoster immunoglobulin, unspecified",Varicella-Zoster immunoglobulin,True
VAC['0865'],"Polysaccharide meningococcal A vaccine, unspecified","Unconjugated meningococcal polysaccharide vaccine, serogroup A",True
VAC['0866'],"Meningococcal conjugate vaccine A, unspecified","Meningococcal polysaccharide conjugate vaccine, serogroup A",True
VAC['0867'],"Diphtheria antitoxin, unspecified",Diphtheria antitoxin,True
VAC['0868'],MENPOVAX A,"Unconjugated meningococcal polysaccharide vaccine, serogroup A",False
VAC['0869'],MENPOVAX C,"Unconjugated meningococcal polysaccharide vaccine, serogroup C",False
VAC['0870'],TYPBAR,"Typhoid conjugate vaccine, Vi polysaccharide linked to tetanus toxoid protein",False
VAC['0871'],SUPEMTEK,"Quadrivalent inactivated seasonal influenza vaccine, cell-based",False
VAC['0872'],INFLUPOZZI SUBUNITA,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen",False
VAC['0873'],INFLUPOZZI ADIUVATO,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen, adjuvanted with MF59C.1",False
VAC['0874'],INNOFLU,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen, adjuvanted with MF59C.2",False
VAC['0875'],PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,"Pre-pandemic influenza A(H5N1) vaccine, live attenuated, nasal",False
VAC['0876'],CINQUERIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False
VAC['0877'],INFANRIX HEPB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and hepatitis B pediatric vaccine, adsorbed",False
VAC['0878'],TRITANRIX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['0879'],ACELLUVAX,"Pertussis (multicomponent acelullar, 3 components, standard dose) vaccine",False
VAC['0880'],"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (unspecified), conjugate Haemophilus influenzae type b (conjugated, unspecified) and inactivated polio (trivalent) pediatric vaccine, adsorbed",True
VAC['0881'],"Live attenuated Japanese Encephalitis vaccine, unspecified","Live attenuated Japanese encephalitis vaccine, strain and production platform not specified",True
VAC['0882'],CANDID 1,"Live attenuated Argentine hemorrhagic fever vaccine, Junin virus",False
VAC['0883'],ENTEROVACCINO TIFICO SCLAVO,"Whole-cell inactivated typhoid vaccine, oral",False
VAC['0884'],DIF-PER-TET-ALL CHIRON,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, 3 components, standard dose) pediatric vaccine, adsorbed",False
VAC['0885'],INFLUPOZZI ZONALE,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen",False
VAC['0886'],MONO OPV1,"Polio vaccine (live attenuated, monovalent) against poliovirus types 1, oral",False
VAC['0887'],POLIORAL,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0888'],QUATTVAXEM,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to diphtheria toxoid) and hepatitis B (recombinant) pediatric vaccine",False
VAC['0889'],MONO OPV3,"Polio vaccine (live attenuated, monovalent) against poliovirus type 3, oral",False
VAC['0890'],NEOTYF,"Live attenuated typhoid vaccine, Salmonella Typhi Strain Ty21A, oral",False
VAC['0891'],PNEUMOPUR,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19F, 19A, 20, 22F, 23F and 33F",False
VAC['0892'],POLIOVAX-IN,Inactivated polio (trivalent) vaccine,False
VAC['0893'],VACCINO ANTICOLERICO SCLAVO,"Cholera vaccine, unspecified",False
VAC['0894'],"Adenovirus vaccine, unspecified","Adenovirus vaccine, unspecified type",True
VAC['0895'],"Venezuelan Equine Encephalitis Vaccine, Unspecified",Venezuelan equine encephalitis vaccine,True
VAC['0896'],"Q fever vaccine, unspecified",Q fever vaccine,True
VAC['0897'],"Hantavirus vaccine, unspecified",Hantavirus vaccine,True
VAC['0898'],"Leishmaniasis vaccine, unspecified",Leishmaniasis vaccine,True
VAC['0899'],"Human Parainfluenza Virus Vaccine, unspecified",Human Parainfluenza Virus Vaccine,True
VAC['0900'],PREVENAR 20,"Pneumococcal polysaccharide conjugate vaccine, 20-valent, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F and 33F - Other name : Prevnar 20 in the USA",False
VAC['0901'],MENCEVAX ACW,"Unconjugated meningococcal polysaccharide vaccine, serogroups A, C and W",False
VAC['0902'],"Rabies vaccine Semple type, unspecified","Whole virion inactivated rabies vaccine, prepared from goat or sheep brain tissue infected with rabies virus, contains myelin",True
VAC['0903'],"Rabies vaccine Fuenzalida type, unspecified","Whole virion inactivated rabies vaccine, prepared from suckling mouse brain tissue infected with rabies virus, decreased myelin content",True
VAC['0904'],"Rabies duck embryo vaccine, unspecified","Whole virion inactivated rabies vaccine, purified duck embryo vaccine (PDEV), inactivated with ß-propiolactone",True
VAC['0905'],"Rabies vaccine PHKCV, unspecified","Whole virion rabies inactivated vaccine, cell culture-based, primary hamster kidney cell vaccine (PHKCV), Beijing strain, inactivated with formalin",True
VAC['0906'],"Shingles vaccine, unspecified",Shingles vaccine,True
VAC['0907'],"Vaccine against adenovirus type 4, unspecified",Adenovirus type 4 vaccine,True
VAC['0908'],"Vaccine against adenovirus type 7, unspecified",Adenovirus type 7 vaccine,True
VAC['0909'],Botulinum antitoxin,Antitoxin against botulism,True
VAC['0910'],"Inactivated hepatitis A vaccine, adult dose, unspecified","Inactivated hepatitis A vaccine, adult dose",True
VAC['0911'],"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified","Whole virion inactivated hepatitis A vaccine, monovalent, pediatric dose",True
VAC['0912'],"Hepatitis A vaccine, pediatric dose, unspecified","Whole virion Inactivated hepatitis A vaccine, pediatric dose, formulation not specified (monovalent or bivalent with hepatitis B)",True
VAC['0913'],BIMERVAX,"COVID-19 vaccine, protein subunit, recombinant spike protein, RBD fusion heterodimer, adjuvanted",False
VAC['0914'],"Hepatitis B vaccine, monovalent, pediatric dose, unspecified","Hepatitis B recombinant vaccine, monovalent, pediatric dose",True
VAC['0915'],"Hepatitis B vaccine, monovalent, adult dose, unspecified","Recombinant hepatitis B vaccine, monovalent, adult dose",True
VAC['0916'],"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified","Recombinant hepatitis B vaccine, monovalent, dialysis patient dosage",True
VAC['0917'],"Hepatitis E vaccine, unspecified",Recombinant Hepatitis E Peptide vaccine,True
VAC['0918'],"PRP-D Hib vaccine, unspecified",Hemophilus influenzae type b conjugate vaccine composed of PRP (polyribosylribitol phosphate) conjugated to diphtheria toxoid,True
VAC['0919'],"Hib hbOC vaccine, unspecified","Haemophilus influenzae type b vaccine, capsular oligosides (polyribosylribitol phosphate, PRP) conjugated to mutant diphtheria toxin CRM197",True
VAC['0920'],"Diphtheria-tetanus Td vaccine, unspecified",Diphtheria toxoid (reduced dose) and tetanus toxoid vaccine,True
VAC['0921'],"Japanese encephalitis vaccine, unspecified",Japanese encephalitis vaccine,True
VAC['0922'],"Live attenuated adenovirus vaccine, type 4 and type 7, oral",Adenovirus type 7 and 4 vaccine,True
VAC['0923'],"Respiratory Syncytial Virus monoclonal antibody, unspecified",Monoclonal antibody against RSV,True
VAC['0924'],FLUZONE INTRADERMAL,"Trivalent inactivated seasonal influenza vaccine, high dose, intradermal",False
VAC['0925'],"Trivalent inactivated influenza vaccine, unspecified","Trivalent inactivated seasonal influenza vaccine, split or subunit, standard dose",True
VAC['0926'],FLUCELVAX,"Trivalent inactivated seasonal influenza vaccine, produced in cell culture",False
VAC['0927'],"COVID-19 mRNA vaccine, paediatric dose, unspecified","COVID-19 mRNA vaccine, pediatric dose",True
VAC['0928'],"Live attenuated Hepatitis A vaccine, unspecified",Live attenuated hepatitis A vaccine,True
VAC['0929'],"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified","Quadrivalent inactivated seasonal influenza vaccine, pediatric dose",True
VAC['0930'],AD5-NCOV COVID-19 INHALATION VACCINE,"COVID-19 vaccine, non-replicating viral vector, adenovirus type 5, for inhalation",False
VAC['0931'],FLUBLOK QUADRIVALENT,Quadrivalent recombinant seasonal influenza vaccine,False
VAC['0932'],"Quadrivalent recombinant influenza vaccine, unspecified",Quadrivalent recombinant seasonal influenza vaccine,True
VAC['0933'],"TICOVAC 2,7µg","Tick-borne encephalitis vaccine, whole-virus inactivated, Neudörfl strain, adult dose",False
VAC['0934'],VACCIN OREILLONS AVENTIS PASTEUR MSD,Live attenuated mumps vaccine,False
VAC['0935'],VACCIN RABIQUE INACTIVE MERIEUX,"Whole virion inactivated rabies vaccine, WISTAR PM/WI 38-1503-3M strain, grown on Vero cells, inactivated with ß-propiolactone",False
VAC['0936'],VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD,"Unconjugated polysaccharide pneumococcal vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['0937'],"Botulism vaccine, unspecified",Botulism vaccine,True
VAC['0938'],"Quadrivalent influenza vaccine, unspecified","Quadrivalent inactivated seasonal influenza vaccine, split virion or surface antigen vaccine",True
VAC['0939'],PREHEVBRIO,"Recombinant hepatitis B vaccine, three antigens (HbS, pre-S1 and pre-S2)",False
VAC['0940'],SPUTNIK-LIGHT,"COVID-19 vaccine with non-replicating viral vector, adenovirus encoding the peak protein of SARS-CoV-2",False
VAC['0941'],"Immunoglobulin against anthrax, unspecified",Anthrax immunoglobuline,True
VAC['0942'],"Chicken embryo rabies vaccine, unspecified","Whole virion inactivated rabies vaccine, cultured in chicken embryo cells (CEEC), inactivated with ß-propiolactone",True
VAC['0943'],"Rabies vaccine diploid cells, unspecified","Whole virion inactivated rabies vaccine, prepared in human diploid cell culture (HDCV) MRC-5, inactivated with ß-propiolactone",True
VAC['0944'],"Inactivated whole virion oral cholera vaccine, unspecified",Oral Inactivated whole-cell cholera vaccine,True
VAC['0945'],"Meningococcal vaccine serogroup unknown, unspecified","Meningococcal vaccine, unspecified serogroup",True
VAC['0946'],TYPHIDRALL,"Typhoid and paratyphoid A and B vaccine, whole-cell inactivated",False
VAC['0947'],IMMU-PHILUS,"Haemophilus influenzae type b vaccine, PRP polysaccharide conjugated to Neisseria meningitidis serogroup B outer membrane protein",False
VAC['0948'],BACITHRAX,"Acellular anthrax vaccine, 50 micrograms per 0.5 mL dose, adjuvanted",False
VAC['0949'],IMOVAX BCG,Tuberculosis vaccine,False
VAC['0950'],IMOVAX DTP,"Diphtheria toxoid (standard dose), tetanus toxoid and inactivated polio (trivalent) pediatric vaccine",False
VAC['0951'],IMOVAX POLIO ORALE,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0952'],IMOVAX COLERA,Inactivated whole-cell cholera vaccine for injection,False
VAC['0953'],PROCOMVAX,Hepatitis B and Haemophilus influenzae type b vaccine (OMP conjugate),False
VAC['0954'],JAPANESE ENCEPHALITIS VACCINE,"Whole inactivated Japanese encephalitis vaccine, prepared in murine brain tissue, Nakayama strain, injectable, Korean Green Cross Corporation vaccine",False
VAC['0955'],PULMOVAX,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['0956'],VACCINO COLERICO BERNA,Inactivated whole-cell cholera vaccine for injection,False
VAC['0957'],VACCINO BCG BERNA,Live attenuated tuberculosis vaccine,False
VAC['0958'],ADIUGRIP,"Trivalent inactivated seasonal influenza vaccine, egg-based, surface antigen",False
VAC['0959'],STREPTOPUR,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['0960'],VIATIM,"Hepatitis A (inactivated, adsorbed) and typhoid vaccine (polysaccharide)",False
VAC['0961'],ANATOXAL TE N,Tetanus vaccine vaccine,False
VAC['0962'],ANATOXAL DI TE N ADULT,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False
VAC['0963'],ANATOXAL DI TE PER,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['0964'],ANATOXAL DI,Diphtheria toxoid vaccine (reduced dose),False
VAC['0965'],ANATOXAL TE TAB,"Tetanus toxoid, typhoid (whole-cell inactivated) and paratyphoid A and B (whole-cell inactivated) vaccines",False
VAC['0966'],JYNNEOS,"Smallpox vaccine, third generation, modified vaccinia virus Ankara, non-replicative",False
VAC['0967'],HEPASOMA,"Inactivated whole-cell hepatitis A vaccine, virosome, pediatric or adult",False
VAC['0968'],INFLEXAL V,"Trivalent inactivated seasonal influenza vaccine, virosome",False
VAC['0969'],LYSSAVAC N BERNA,"Whole virion inactivated rabies vaccine, cultured on Vero cells",False
VAC['0970'],TETATOX,Tetanus toxoid vaccine,False
VAC['0971'],VACCINO ANTIVAIOLOSO LANCY,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['0972'],VIROFLUSOMA,"Trivalent inactivated seasonal influenza vaccine, surface antigen",False
VAC['0973'],VIROFLU,"Trivalent inactivated seasonal influenza vaccine, virosome",False
VAC['0974'],MENCEVAX AC,"Unconjugated meningococcal polysaccharide vaccine, serogroups A and C",False
VAC['0975'],PERTURIX,"Pertussis  (acellular multicomponent, 3 components) vaccine",False
VAC['0976'],VACCINO ANTICOLERICO ISI,"Cholera vaccine, unspecified",False
VAC['0977'],ENTEROVACCINO ISI,"Inactivated whole typhoid vaccine, oral",False
VAC['0978'],VAC.DIFTO TETANO ISI,Diphtheria toxoid (unspecified dose) and tetanus toxoid vaccine,False
VAC['0979'],VACCINO ANTITETANICO ISI,Tetanus toxoid vaccine,False
VAC['0980'],VAC.DPT ISI,"Diphtheria toxoid (unspecified dose), tetanus toxoid and pertussis (acellular, unspecified dose) vaccine",False
VAC['0981'],VACCINO PERTOSSE ISI,"Pertussis vaccine, unspecified",False
VAC['0982'],VACCINO TIFICO ISI,"Typhoid vaccine, unspecified",False
VAC['0983'],VACCINO ANTIPOL ISI,"Polio vaccine (whole inactivated, trivalent)",False
VAC['0984'],VACCINO ANTIVAIOLOSO ISI,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['0985'],VACCINO TAB TE ISI,"Tetanus toxoid, typhoid (whole-cell inactivated) and paratyphoid A and B (whole-cell inactivated) vaccine",False
VAC['0986'],H ATETAL ISI,Tetanus toxoid vaccine,False
VAC['0987'],TANRIX,Tetanus toxoid vaccine,False
VAC['0988'],VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK,"Unconjugated meningococcal polysaccharide vaccine, serogroups A, C, W and Y",False
VAC['0989'],HANTAVAX,Whole-virion Inactivated vaccine against haemorrhagic fever with renal syndrome (HFRS) caused by hantavirus,False
VAC['0990'],ALPHARIX,Trivalent inactivated seasonal influenza vaccine with purified antigens,False
VAC['0991'],FLULAVAL QUADRIVALENT,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False
VAC['0992'],AFLURIA QUADRIVALENT,Quadrivalent inactivated seasonal influenza vaccine with surface antigens,False
VAC['0993'],TD ADSORBED,Diphtheria toxoid (reduced dose) and tetanus toxoid vaccine,False
VAC['0994'],VARIVAX II,Live attenuated chickenpox vaccine,False
VAC['0995'],IMVAMUNE,"Smallpox vaccine, third generation, modified vaccinia virus Ankara, non-replicative",False
VAC['0996'],ACAM2000,"Smallpox vaccine, second generation, cell-cultured vaccinia virus",False
VAC['0997'],"Pneumococcal 13-valent conjugate vaccine, unspecified","Pneumococcal polysaccharide conjugate vaccine, 13-valent, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F",True
VAC['0998'],LC16,"Smallpox vaccine, third generation (cell cultured vaccinia virus)",False
VAC['0999'],WETVAX APSV,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['1000'],VACV VACCINIA VIRUS LISTER ELSTREE,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['1001'],V4020 VEEV VACCINE,Live-attenuated V4020 for Venezuelan equine encephalitis virus vaccine,False
VAC['1002'],Q-VAX,Inactivated Q fever vaccine,False
VAC['1003'],TEDIVAX PRO ADULTO,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False
VAC['1004'],TEDIVAX,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid), paediatric dose",False
VAC['1005'],REVAC-B PLUS ADULT VACCINE,"Recombinant hepatitis B vaccine, adult dose",False
VAC['1006'],SHANVAC B,"Recombinant hepatitis B vaccine, HBsAg 20 µg, children and adult dose",False
VAC['1007'],ISTIVAC4,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1008'],DITEMER,Diphtheria toxoid (standard dose) and tetanus toxoid vaccine,False
VAC['1009'],TETAMER,Tetanus toxoid vaccine,False
VAC['1010'],TRIAMER,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['1011'],DITEKIBOOSTER,"Diphtheria toxoid (low dose), tetanus toxoid and pertussis toxoid (acellular, low dose) vaccine",False
VAC['1012'],PICOVAX,Inactivated polio (trivalent) vaccine,False
VAC['1013'],FLUBLOK TRIVALENT,Trivalent recombinant seasonal influenza vaccine,False
VAC['1014'],PROVARIVAX,Live attenuated chickenpox vaccine,False
VAC['1015'],COMBIVAX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['1016'],IDFLU,"Trivalent inactivated seasonal influenza vaccine, surface antigen",False
VAC['1017'],SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (50 µg/50 µg)/mL MULTIDOSE MODERNA,"COVID-19 mRNA vaccine, bivalent, original virus + Omicron variant, 50 micrograms each",False
VAC['1018'],NOORA VACCINE,"COVID-19 vaccine, recombinant protein subunit",False
VAC['1019'],"SPIKEVAX 0,1 mg/mL MODERNA","COVID-19 mRNA vaccine, original virus, 50 micrograms",False
VAC['1020'],VACCIN HEPATITE A AVENTIS PASTEUR MSD,"Whole virion inactivated hepatitis A vaccine, monovalent, adult dose",False
VAC['1021'],COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.1, 15 micrograms of each",False
VAC['1022'],COMIRNATY 3 µg 6 MOIS-4 ANS BIONTECH-PFIZER,"COVID-19 mRNA vaccine, pediatric, 3 micrograms",False
VAC['1023'],COMIRNATY ORIGINAL/OMICRON BA.4-5 (15/15 µg) BIONTECH-PFIZER,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.4/5, 15 micrograms of each",False
VAC['1024'],SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 (50 µg/50 µg)/mL MODERNA,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.4/5, 50 micrograms of each",False
VAC['1025'],CORBEVAX,"COVID-19 vaccine, protein subunit, recombinant spike protein; other name: BECOV2A",False
VAC['1026'],SOBERANA 02 FINLAY-FR-2 COVID-19 VACCINE,"COVID-19 vaccine, protein subunit, recombinant spike protein (RBD domain conjugated to tetanus toxoid + adjuvant)",False
VAC['1027'],KOVIVAC CHUMAKOV COVID-19 VACCINE,"COVID-19 vaccine, whole virion inactivated; other name: Kovivac",False
VAC['1028'],RECOMBIVAX HB DIALYSÉ,"Recombinant hepatitis B vaccine, dialysis patient dosage",False
VAC['1029'],QUINTANRIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid)  and hepatitis B (recombinant) pediatric vaccine",False
VAC['1030'],GEMCOVAC-19,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, ongoing clinical trial",False
VAC['1031'],SPIKEVAX 50 µg MONODOSE MODERNA,"COVID-19 mRNA vaccine, original virus, 50 micrograms, pre-filled syringe",False
VAC['1032'],SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (25 µg/25 µg) MODERNA,"COVID-19 bivalent mRNA vaccine, original virus + Omicron BA.1 variant, 25 micrograms each",False
VAC['1033'],COMIRNATY ORIGINAL/OMICRON BA.4-5 (5/5 µg) BIONTECH-PFIZER,"COVID-19 bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 5 micrograms each, paediatric dose 5-11 years",False
VAC['1034'],HEBERBIOVAC B 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False
VAC['1035'],HEBERBIOVAC HB 20 µg,"Recombinant hepatitis B vaccine, adult dose",False
VAC['1036'],SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 25 µg/25 µg MODERNA,"COVID-19 vaccine bivalent RNAm, original virus + Omicron variant BA.4/5, 25 micrograms of each",False
VAC['1037'],"Tick-borne encephalitis vaccine, Neudörfl strain, paediatric dose, unspecified","Tick-borne encephalitis vaccine, whole-virus inactivated, Neudörfl strain, pediatric dose",True
VAC['1038'],"Tick-borne encephalitis vaccine, Neudörfl strain, adult dose, unspecified","Tick-borne encephalitis vaccine, whole-virus inactivated, Neudörfl strain, adult dose",True
VAC['1039'],"COVID-19 mRNA vaccine, original virus, 50 µg, unspecified","COVID-19 mRNA vaccine, original virus, 50 micrograms per dose",True
VAC['1040'],AREXVY,"Respiratory syncytial virus (RSV) vaccine, recombinant, RSVPreF3 antigen derived from F protein, adjuvanted",False
VAC['1041'],"COVID-19 mRNA vaccine, unspecified",COVID-19 mRNA vaccine,True
VAC['1042'],"COVID-19 vaccine, non-replicating viral vector, unspecified","COVID-19 vaccine, non-replicating viral vector",True
VAC['1043'],"COVID-19 vaccine, protein subunit, unspecified","COVID-19 vaccine, protein subunit",True
VAC['1044'],"COVID-19 vaccine, whole virion inactivated, unspecified","COVID-19 vaccine, whole virion inactivated",True
VAC['1045'],INFANRIX-IPV/HIB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), inactivated polio (trivalent) and Haemophilus influenzae type b pediatric vaccine",False
VAC['1046'],BEYFORTUS 50 MG (NIRSEVIMAB),Human RSV monoclonal antibody,False
VAC['1047'],ABRYSVO,"Respiratory Syncytial Virus (RSV) vaccine, recombinant prefusion F glycoproteins of RSV, bivalent (subtypes A and B), non-adjuvanted",False
VAC['1048'],DECAVAC,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False
VAC['1049'],TDVAX,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False
VAC['1050'],BEYFORTUS 100 MG (NIRSEVIMAB),Human RSV monoclonal antibody,False
VAC['1051'],PFIZER COMIRNATY-30 XBB.1.5,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 30 micrograms, adult dose (+ 12 years)",False
VAC['1052'],PFIZER COMIRNATY-10 XBB.1.5,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 30 micrograms, adult dose (+ 12 years)",False
VAC['1053'],PFIZER COMIRNATY-3 XBB.1.5,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 3 micrograms, paediatric dose (6 months-4 years)",False
VAC['1054'],"COMIRNATY ORIGINAL/OMICRON BA.4-5 (1,5/1,5 µg)","COVID-19 mRNA vaccine, original virus + Omicron BA.4/5 variant, 1.5 micrograms each, paediatric dose (6 MONTHS-4 YEARS)",False
VAC['1055'],NUVAXOVID XBB.1.5,"COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M), Omicron XBB.1.5 subvariant",False
VAC['1056'],R21/MATRIX-M,R21/Matrix-M pre-erythrocytic malaria vaccine,False
VAC['1057'],ENGERIX B JUNIOR,"Hepatitis B recombinant vaccine, pediatric dose",False
VAC['1058'],"SPIKEVAX XBB.1.5 0,1 mg/mL dose 50 µg MODERNA","COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 50 micrograms per dose, multidose vial",False
VAC['1059'],"SPIKEVAX XBB.1.5 0,1 mg/mL dose 25 µg MODERNA","COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 25 micrograms per dose, multidose vial",False
VAC['1060'],SPIKEVAX XBB.1.5 50 µg MODERNA,"COVID-19 mRNA vaccine, subvariant Omicron XBB.1.5, 50 micrograms per dose",False
VAC['1061'],PENBRAYA,"Meningococcal polysaccharide (groups A, C, Y, W) tetanus toxoid conjugate, meningococcal B recombinant vaccine",False
