NUVA,NUVA label,IsAbstract,SNOMED-CT,SNOMED-CT label,Best,Blur,Equiv
VAC0785,BOOSTAGEN,False,SNOMED-CT-462321000124107,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0785,BOOSTAGEN,False,SNOMED-CT-871876003,"Diph-T-aP/ap, unspecified",False,,
VAC0786,PREVNAR 20,False,SNOMED-CT-1252709000,"20-valent Pneumococcus conjugate vaccine, unspecified",True,3,0
VAC0786,PREVNAR 20,False,SNOMED-CT-1801000221105,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC0786,PREVNAR 20,False,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0786,PREVNAR 20,False,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0787,"Diphtheria-Tetanus-Rubella, unspecified",True,,,,,
VAC0788,"Hib-IPV, unspecified",True,,,,,
VAC0789,COMVAC4,False,SNOMED-CT-1156879008,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,0
VAC0790,"Diphtheria-Tetanus-Hepatitis B vaccine, unspecified",True,SNOMED-CT-871929006,"Diphtheria-Tetanus-Hepatitis B vaccine, unspecified",True,1,1
VAC0791,"Hexavalent vaccine DTPerHibPHepB - Diphtheria-Tetanus-Pertussis-Polio-Hib-Hepatitis B vaccine, unspecified",True,SNOMED-CT-871895005,"Hexavalent vaccine DTPerHibPHepB - Diphtheria-Tetanus-Pertussis-Polio-Hib-Hepatitis B vaccine, unspecified",True,2,1
VAC0792,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,SNOMED-CT-871891001,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,1
VAC0793,TETADIF,False,SNOMED-CT-2031000221103,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0793,TETADIF,False,SNOMED-CT-871827009,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0793,TETADIF,False,SNOMED-CT-775641005,"Tetanus diphtheria vaccine, unspecified",False,,
VAC0793,TETADIF,False,SNOMED-CT-871826000,"Tetanus diphtheria vaccine, unspecified",False,,
VAC0794,"T-igT, unspecified",True,,,,,
VAC0795,"Acellular pertussis vaccine, unspecified",True,SNOMED-CT-601000221108,"Acellular pertussis vaccine, unspecified",True,16,1
VAC0795,"Acellular pertussis vaccine, unspecified",True,SNOMED-CT-871758000,"Pertussis vaccine, unspecified",False,,
VAC0795,"Acellular pertussis vaccine, unspecified",True,SNOMED-CT-871759008,"Pertussis vaccine, unspecified",False,,
VAC0796,"Pertussis vaccine, unspecified",True,SNOMED-CT-601000221108,"Pertussis vaccine, unspecified",True,7,3
VAC0796,"Pertussis vaccine, unspecified",True,SNOMED-CT-871758000,"Pertussis vaccine, unspecified",True,7,3
VAC0796,"Pertussis vaccine, unspecified",True,SNOMED-CT-871759008,"Pertussis vaccine, unspecified",True,7,3
VAC0797,"Diph-T-aP/ap, unspecified",True,SNOMED-CT-871876003,"Diph-T-aP/ap, unspecified",True,2,1
VAC0798,"Hib-MeningoC vaccine, unspecified",True,SNOMED-CT-836500008,"Hib-MeningoC vaccine, unspecified",True,3,1
VAC0799,"DT-Hib vaccine, unspecified",True,,,,,
VAC0800,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,SNOMED-CT-871839001,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,1,1
VAC0801,"HepB-Hib, unspecified",True,SNOMED-CT-871806004,"HepB-Hib, unspecified",True,4,1
VAC0802,"Monovalent oral polio vaccine - type unknown, unspecified",True,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0802,"Monovalent oral polio vaccine - type unknown, unspecified",True,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0803,Polio Sabin One and Three GSK,False,SNOMED-CT-1051000221104,"OPV bivalent 1-3, unspecified",True,5,0
VAC0803,Polio Sabin One and Three GSK,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",False,,
VAC0803,Polio Sabin One and Three GSK,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",False,,
VAC0804,"Anthrax vaccine, unspecified",True,SNOMED-CT-836384003,"Anthrax vaccine, unspecified",True,1,1
VAC0805,"Whole-cell inactivated cholera vaccine, unspecified",True,SNOMED-CT-836383009,"Cholera vaccine, unspecified",True,10,0
VAC0805,"Whole-cell inactivated cholera vaccine, unspecified",True,SNOMED-CT-991000221105,"Cholera vaccine, unspecified",True,10,0
VAC0806,"Live attenuated cholera vaccine, unspecified",True,SNOMED-CT-836383009,"Cholera vaccine, unspecified",True,10,0
VAC0806,"Live attenuated cholera vaccine, unspecified",True,SNOMED-CT-991000221105,"Cholera vaccine, unspecified",True,10,0
VAC0807,"Cholera-Typhoid inactivated vaccine, unspecified",True,,,,,
VAC0808,"Hib-MenCY, unspecified",True,SNOMED-CT-1119351006,"Hib-MenCY, unspecified",True,3,1
VAC0809,"Meningococcal monovalent polysaccharide vaccine, unspecified",True,SNOMED-CT-836401009,"Meningococcal vaccine serogroup unknown, unspecified",True,4,0
VAC0809,"Meningococcal monovalent polysaccharide vaccine, unspecified",True,SNOMED-CT-921000221108,"Meningococcal vaccine serogroup unknown, unspecified",True,4,0
VAC0810,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,SNOMED-CT-1061000221102,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,1,1
VAC0810,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,SNOMED-CT-836401009,"Meningococcal vaccine serogroup unknown, unspecified",False,,
VAC0810,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,SNOMED-CT-921000221108,"Meningococcal vaccine serogroup unknown, unspecified",False,,
VAC0811,"Meningococcal B vaccine, unspecified",True,SNOMED-CT-1981000221108,"Meningococcal B vaccine, unspecified",True,9,1
VAC0812,"Inactivated whole plague vaccine, unspecified",True,SNOMED-CT-840549009,"Inactivated whole plague vaccine, unspecified",True,1,1
VAC0812,"Inactivated whole plague vaccine, unspecified",True,SNOMED-CT-871718002,"Plague vaccine, unspecified",False,,
VAC0813,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",True,8,0
VAC0813,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",True,8,0
VAC0814,"Pneumococcal conjugate vaccine, serotypes unspecified",True,SNOMED-CT-1801000221105,"Pneumococcal conjugate vaccine, serotypes unspecified",True,5,1
VAC0814,"Pneumococcal conjugate vaccine, serotypes unspecified",True,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0814,"Pneumococcal conjugate vaccine, serotypes unspecified",True,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0815,"Pneumo-Hib, unspecified",True,,,,,
VAC0816,PEDATYPH,False,SNOMED-CT-836390004,"Typhoid vaccine, unspecified",True,21,0
VAC0817,"Inactivated Typhoid vaccine, unspecified",True,SNOMED-CT-836390004,"Typhoid vaccine, unspecified",True,21,0
VAC0818,"Typhoid-Paratyphoid vaccine, unspecified",True,SNOMED-CT-836390004,"Typhoid vaccine, unspecified",True,21,0
VAC0819,"Inactivated Japanese Encephalitis vaccine, unspecified",True,SNOMED-CT-871725009,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,2
VAC0819,"Inactivated Japanese Encephalitis vaccine, unspecified",True,SNOMED-CT-871825001,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,2
VAC0819,"Inactivated Japanese Encephalitis vaccine, unspecified",True,SNOMED-CT-836378001,"Japanese encephalitis vaccine, unspecified",False,,
VAC0819,"Inactivated Japanese Encephalitis vaccine, unspecified",True,SNOMED-CT-871724008,"Japanese encephalitis vaccine, unspecified",False,,
VAC0820,"Inactivated whole influenza vaccine, unspecified",True,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0820,"Inactivated whole influenza vaccine, unspecified",True,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0821,"Inactivated influenza vaccine, split or subunit, unspecified",True,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0821,"Inactivated influenza vaccine, split or subunit, unspecified",True,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0822,"Influenza vaccine, live attenuated, unspecified",True,SNOMED-CT-1010313002,"Influenza vaccine, live attenuated, unspecified",True,7,1
VAC0822,"Influenza vaccine, live attenuated, unspecified",True,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",False,,
VAC0822,"Influenza vaccine, live attenuated, unspecified",True,SNOMED-CT-836377006,"Influenza vaccine, unspecified",False,,
VAC0823,"VLP influenza vaccine, unspecified",True,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0823,"VLP influenza vaccine, unspecified",True,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SNOMED-CT-1010308001,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SNOMED-CT-1010318006,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SNOMED-CT-836375003,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SNOMED-CT-91000221102,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SNOMED-CT-865997008,"Hepatitis A vaccine, unspecified",False,,
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SNOMED-CT-871751006,"Hepatitis A vaccine, unspecified",False,,
VAC0825,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,SNOMED-CT-121000221105,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,6,2
VAC0825,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,SNOMED-CT-871803007,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,6,2
VAC0826,MEASLES AND RUBELLA VACCINE SII,False,SNOMED-CT-2231000221105,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0826,MEASLES AND RUBELLA VACCINE SII,False,SNOMED-CT-871817003,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0827,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,SNOMED-CT-2251000221101,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,3,2
VAC0827,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,SNOMED-CT-871908002,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,3,2
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,SNOMED-CT-1290764006,"Rotavirus pentavalent vaccine, unspecified",True,2,1
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,SNOMED-CT-1081000221109,"Rotavirus vaccine, unspecified",False,,
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,SNOMED-CT-836387005,"Rotavirus vaccine, unspecified",False,,
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,SNOMED-CT-871761004,"Rotavirus vaccine, unspecified",False,,
VAC0829,"Rubella-Mumps vaccine, unspecified",True,,,,,
VAC0830,"Subunit shingles vaccine, unspecified",True,,,,,
VAC0831,"Ebola vaccine, unspecified",True,SNOMED-CT-45891000087103,"Ebola vaccine, unspecified",True,7,3
VAC0831,"Ebola vaccine, unspecified",True,SNOMED-CT-836421005,"Ebola vaccine, unspecified",True,7,3
VAC0831,"Ebola vaccine, unspecified",True,SNOMED-CT-871721000,"Ebola vaccine, unspecified",True,7,3
VAC0832,"Herpes Simplex vaccine, unspecified",True,SNOMED-CT-836495005,"Herpes Simplex vaccine, unspecified",True,1,1
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SNOMED-CT-1287964002,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",True,29,0
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SNOMED-CT-1119349007,"COVID-19 mRNA vaccine, unspecified",False,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC0835,FIOCRUZ COVID-19 VACCINE,False,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",True,63,0
VAC0835,FIOCRUZ COVID-19 VACCINE,False,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",True,63,0
VAC0836,FLUAD TETRA,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0836,FLUAD TETRA,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0837,COVOVAX SII,False,SNOMED-CT-1162643001,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",True,44,0
VAC0837,COVOVAX SII,False,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC0837,COVOVAX SII,False,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC0838,COVOVAX NOVAVAX,False,SNOMED-CT-1162643001,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",True,44,0
VAC0838,COVOVAX NOVAVAX,False,SNOMED-CT-1119305005,"COVID-19 vaccine, unspecified",False,,
VAC0838,COVOVAX NOVAVAX,False,SNOMED-CT-28531000087107,"COVID-19 vaccine, unspecified",False,,
VAC0839,"Inactivated whole-cell brucella vaccine, unspecified",True,,,,,
VAC0840,ADDIGRIP,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0840,ADDIGRIP,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0841,"INFLUVAC 0,25 mL",False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0841,"INFLUVAC 0,25 mL",False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0842,NEORABIS,False,SNOMED-CT-2191000221103,"Rabies vaccine, inactivated, whole virion, cell culture-based, unspecified",True,23,0
VAC0842,NEORABIS,False,SNOMED-CT-1131000221109,"Rabies vaccine, unspecified",False,,
VAC0842,NEORABIS,False,SNOMED-CT-836393002,"Rabies vaccine, unspecified",False,,
VAC0842,NEORABIS,False,SNOMED-CT-871726005,"Rabies vaccine, unspecified",False,,
VAC0843,NOVIRAB,False,SNOMED-CT-2191000221103,"Rabies vaccine, inactivated, whole virion, cell culture-based, unspecified",True,23,0
VAC0843,NOVIRAB,False,SNOMED-CT-1131000221109,"Rabies vaccine, unspecified",False,,
VAC0843,NOVIRAB,False,SNOMED-CT-836393002,"Rabies vaccine, unspecified",False,,
VAC0843,NOVIRAB,False,SNOMED-CT-871726005,"Rabies vaccine, unspecified",False,,
VAC0844,VERORABVAX,False,SNOMED-CT-2191000221103,"Rabies vaccine, inactivated, whole virion, cell culture-based, unspecified",True,23,0
VAC0844,VERORABVAX,False,SNOMED-CT-1131000221109,"Rabies vaccine, unspecified",False,,
VAC0844,VERORABVAX,False,SNOMED-CT-836393002,"Rabies vaccine, unspecified",False,,
VAC0844,VERORABVAX,False,SNOMED-CT-871726005,"Rabies vaccine, unspecified",False,,
VAC0845,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0845,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,SNOMED-CT-1051000221104,"OPV bivalent 1-3, unspecified",True,5,0
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",False,,
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",False,,
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",True,8,0
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",True,8,0
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,SNOMED-CT-1861000221106,"BCG vaccine, unspecified",True,19,0
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,SNOMED-CT-319941000221104,"BCG vaccine, unspecified",True,19,0
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,SNOMED-CT-836402002,"BCG vaccine, unspecified",True,19,0
VAC0849,"Tularemia vaccine, unspecified",True,SNOMED-CT-840551008,"Tularemia vaccine, unspecified",True,1,2
VAC0849,"Tularemia vaccine, unspecified",True,SNOMED-CT-871716003,"Tularemia vaccine, unspecified",True,1,2
VAC0850,NEISVAC-C,False,SNOMED-CT-871866001,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC0850,NEISVAC-C,False,SNOMED-CT-951000221102,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0852,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0852,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0853,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0853,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0854,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0854,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0855,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,SNOMED-CT-871837004,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,10,1
VAC0856,"DTaPHib vaccine, unspecified",True,SNOMED-CT-318341000221109,"DTaPHib vaccine, unspecified",True,6,1
VAC0856,"DTaPHib vaccine, unspecified",True,SNOMED-CT-871839001,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0857,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,SNOMED-CT-1156879008,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,1
VAC0858,"HPV vaccine bivalent, unspecified",True,SNOMED-CT-1991000221106,"HPV vaccine bivalent, unspecified",True,3,1
VAC0858,"HPV vaccine bivalent, unspecified",True,SNOMED-CT-836379009,HPV Vaccine,False,,
VAC0858,"HPV vaccine bivalent, unspecified",True,SNOMED-CT-911000221103,HPV Vaccine,False,,
VAC0859,"HPV vaccine quadrivalent, unspecified",True,SNOMED-CT-2001000221108,"HPV vaccine quadrivalent, unspecified",True,5,1
VAC0859,"HPV vaccine quadrivalent, unspecified",True,SNOMED-CT-836379009,HPV Vaccine,False,,
VAC0859,"HPV vaccine quadrivalent, unspecified",True,SNOMED-CT-911000221103,HPV Vaccine,False,,
VAC0860,"HPV vaccine nonavalent, unspecified",True,SNOMED-CT-1209197008,"HPV vaccine nonavalent, unspecified",True,3,1
VAC0860,"HPV vaccine nonavalent, unspecified",True,SNOMED-CT-836379009,HPV Vaccine,False,,
VAC0860,"HPV vaccine nonavalent, unspecified",True,SNOMED-CT-911000221103,HPV Vaccine,False,,
VAC0861,"Multicomponent meningococcal B vaccine, unspecified",True,SNOMED-CT-1981000221108,"Meningococcal B vaccine, unspecified",True,9,0
VAC0862,"Measles immunoglobulin, unspecified",True,,,,,
VAC0863,"Hepatitis B immunoglobulin, unspecified",True,,,,,
VAC0864,"Varicella-Zoster immunoglobulin, unspecified",True,,,,,
VAC0865,"Polysaccharide meningococcal A vaccine, unspecified",True,SNOMED-CT-1252690003,"Meningococcal A vaccine, unspecified",True,4,0
VAC0866,"Meningococcal conjugate vaccine A, unspecified",True,SNOMED-CT-52821000087108,"Meningococcal conjugate vaccine A, unspecified",True,3,1
VAC0866,"Meningococcal conjugate vaccine A, unspecified",True,SNOMED-CT-1252690003,"Meningococcal A vaccine, unspecified",False,,
VAC0867,"Diphtheria antitoxin, unspecified",True,,,,,
VAC0868,MENPOVAX A,False,SNOMED-CT-1252690003,"Meningococcal A vaccine, unspecified",True,4,0
VAC0869,MENPOVAX C,False,,,,,
VAC0870,TYPBAR,False,SNOMED-CT-836390004,"Typhoid vaccine, unspecified",True,21,0
VAC0871,SUPEMTEK TETRA,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0871,SUPEMTEK TETRA,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0872,INFLUPOZZI SUBUNITA,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0872,INFLUPOZZI SUBUNITA,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0873,INFLUPOZZI ADIUVATO,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0873,INFLUPOZZI ADIUVATO,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0874,INNOFLU,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0874,INNOFLU,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,SNOMED-CT-1003499009,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,SNOMED-CT-1119279002,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,SNOMED-CT-1162629006,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0876,CINQUERIX,False,SNOMED-CT-2091000221104,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0876,CINQUERIX,False,SNOMED-CT-871888001,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0876,CINQUERIX,False,SNOMED-CT-871887006,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",False,,
VAC0877,INFANRIX HEPB,False,SNOMED-CT-1156879008,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,0
VAC0878,TRITANRIX,False,SNOMED-CT-2061000221109,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0878,TRITANRIX,False,SNOMED-CT-774618008,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0878,TRITANRIX,False,SNOMED-CT-871875004,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0879,ACELLUVAX,False,SNOMED-CT-601000221108,"Acellular pertussis vaccine, unspecified",True,16,0
VAC0879,ACELLUVAX,False,SNOMED-CT-871758000,"Pertussis vaccine, unspecified",False,,
VAC0879,ACELLUVAX,False,SNOMED-CT-871759008,"Pertussis vaccine, unspecified",False,,
VAC0880,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,SNOMED-CT-871887006,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,8,1
VAC0881,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,SNOMED-CT-836378001,"Japanese encephalitis vaccine, unspecified",True,8,0
VAC0881,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,SNOMED-CT-871724008,"Japanese encephalitis vaccine, unspecified",True,8,0
VAC0882,CANDID 1,False,SNOMED-CT-1111000221101,"Live attenuated vaccine against Argentine hemorrhagic fever, Junin virus, unspecified",True,2,0
VAC0882,CANDID 1,False,SNOMED-CT-860722004,"Argentine hemorrhagic fever vaccine, Junin virus, unspecified",False,,
VAC0883,ENTEROVACCINO TIFICO SCLAVO,False,SNOMED-CT-836390004,"Typhoid vaccine, unspecified",True,21,0
VAC0884,DIF-PER-TET-ALL CHIRON,False,SNOMED-CT-1297217008,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0884,DIF-PER-TET-ALL CHIRON,False,SNOMED-CT-871875004,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0884,DIF-PER-TET-ALL CHIRON,False,SNOMED-CT-871876003,"Diph-T-aP/ap, unspecified",False,,
VAC0885,INFLUPOZZI ZONALE,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0885,INFLUPOZZI ZONALE,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0886,MONO OPV1,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0886,MONO OPV1,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0887,POLIORAL,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0887,POLIORAL,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0888,QUATTVAXEM,False,SNOMED-CT-871886002,"DTPerHibHepB pentavalent vaccine, unspecified",True,17,0
VAC0889,MONO OPV3,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0889,MONO OPV3,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0890,NEOTYF,False,SNOMED-CT-971000221109,"Live attenuated oral typhoid vaccine, unspecified",True,3,0
VAC0890,NEOTYF,False,SNOMED-CT-836390004,"Typhoid vaccine, unspecified",False,,
VAC0891,PNEUMOPUR,False,SNOMED-CT-1119220001,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0891,PNEUMOPUR,False,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0891,PNEUMOPUR,False,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0892,POLIOVAX-IN,False,SNOMED-CT-871740006,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0892,POLIOVAX-IN,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",False,,
VAC0892,POLIOVAX-IN,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",False,,
VAC0893,VACCINO ANTICOLERICO SCLAVO,False,SNOMED-CT-836383009,"Cholera vaccine, unspecified",True,10,0
VAC0893,VACCINO ANTICOLERICO SCLAVO,False,SNOMED-CT-991000221105,"Cholera vaccine, unspecified",True,10,0
VAC0894,"Adenovirus vaccine, unspecified",True,SNOMED-CT-836400005,"Adenovirus vaccine, unspecified",True,1,2
