NUVA,NUVA label,IsAbstract,SCT_NUVA,SCT_NUVA label,Best,Blur,Equiv
VAC0805,"Whole-cell inactivated cholera vaccine, unspecified",True,SCT_NUVA-9571002000101,"Whole-cell inactivated cholera vaccine, unspecified",True,1,1
VAC0805,"Whole-cell inactivated cholera vaccine, unspecified",True,SCT_NUVA-13631002000100,"Whole inactivated Cholera vaccine, unspecified",False,,
VAC0805,"Whole-cell inactivated cholera vaccine, unspecified",True,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",False,,
VAC0806,"Live attenuated cholera vaccine, unspecified",True,SCT_NUVA-9581002000103,"Live attenuated cholera vaccine, unspecified",True,1,1
VAC0806,"Live attenuated cholera vaccine, unspecified",True,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",False,,
VAC0807,"Cholera-Typhoid inactivated vaccine, unspecified",True,SCT_NUVA-9591002000100,"Cholera-Typhoid inactivated vaccine, unspecified",True,1,1
VAC0808,"Hib-MenCY, unspecified",True,SCT_NUVA-9601002000106,"Hib-MenCY, unspecified",True,1,1
VAC0809,"Meningococcal monovalent polysaccharide vaccine, unspecified",True,SCT_NUVA-9621002000103,"Meningococcal monovalent polysaccharide vaccine, unspecified",True,1,1
VAC0809,"Meningococcal monovalent polysaccharide vaccine, unspecified",True,SCT_NUVA-11441002000105,"Meningococcal vaccine serogroup unknown, unspecified",False,,
VAC0810,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,SCT_NUVA-9641002000108,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,1,1
VAC0810,"Meningococcal polyvalent polysaccharide vaccine, unspecified",True,SCT_NUVA-11441002000105,"Meningococcal vaccine serogroup unknown, unspecified",False,,
VAC0811,"Meningococcal B vaccine, unspecified",True,SCT_NUVA-9661002000107,"Meningococcal B vaccine, unspecified",True,1,1
VAC0812,"Inactivated whole plague vaccine, unspecified",True,SCT_NUVA-9681002000104,"Inactivated whole plague vaccine, unspecified",True,1,1
VAC0813,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,SCT_NUVA-9701002000101,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,2,1
VAC0813,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC0814,"Pneumococcal conjugate vaccine, serotypes unspecified",True,SCT_NUVA-9721002000109,"Pneumococcal conjugate vaccine, serotypes unspecified",True,1,1
VAC0814,"Pneumococcal conjugate vaccine, serotypes unspecified",True,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC0815,"Pneumo-Hib, unspecified",True,SCT_NUVA-9731002000107,"Pneumo-Hib, unspecified",True,1,1
VAC0816,PEDATYPH,False,SCT_NUVA-9741002000104,PEDATYPH,True,1,1
VAC0816,PEDATYPH,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0816,PEDATYPH,False,SCT_NUVA-8541002000100,"Typhoid conjugate vaccine, unspecified",False,,
VAC0817,"Inactivated Typhoid vaccine, unspecified",True,SCT_NUVA-9751002000102,"Inactivated Typhoid vaccine, unspecified",True,1,1
VAC0817,"Inactivated Typhoid vaccine, unspecified",True,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0818,"Typhoid-Paratyphoid vaccine, unspecified",True,SCT_NUVA-9761002000100,"Typhoid-Paratyphoid vaccine, unspecified",True,1,1
VAC0818,"Typhoid-Paratyphoid vaccine, unspecified",True,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0819,"Inactivated Japanese Encephalitis vaccine, unspecified",True,SCT_NUVA-9781002000108,"Inactivated Japanese Encephalitis vaccine, unspecified",True,1,1
VAC0819,"Inactivated Japanese Encephalitis vaccine, unspecified",True,SCT_NUVA-11071002000107,"Japanese encephalitis vaccine, unspecified",False,,
VAC0820,"Inactivated whole influenza vaccine, unspecified",True,SCT_NUVA-9791002000106,"Inactivated whole influenza vaccine, unspecified",True,2,1
VAC0820,"Inactivated whole influenza vaccine, unspecified",True,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0821,"Inactivated influenza vaccine, split or subunit, unspecified",True,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",True,4,1
VAC0821,"Inactivated influenza vaccine, split or subunit, unspecified",True,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0822,"Influenza vaccine, live attenuated, unspecified",True,SCT_NUVA-9831002000101,"Influenza vaccine, live attenuated, unspecified",True,1,1
VAC0822,"Influenza vaccine, live attenuated, unspecified",True,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0823,"VLP influenza vaccine, unspecified",True,SCT_NUVA-9851002000106,"VLP influenza vaccine, unspecified",True,2,1
VAC0823,"VLP influenza vaccine, unspecified",True,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SCT_NUVA-9861002000108,"Hepatitis A virosome vaccine, unspecified",True,1,1
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SCT_NUVA-15081002000107,"Hepatitis A vaccine, unspecified",False,,
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,SCT_NUVA-1911002000101,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0825,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,SCT_NUVA-9871002000103,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,1,1
VAC0826,MEASLES AND RUBELLA VACCINE SII,False,SCT_NUVA-9881002000100,MEASLES AND RUBELLA VACCINE SII,True,1,1
VAC0826,MEASLES AND RUBELLA VACCINE SII,False,SCT_NUVA-6851002000100,"Measles-Rubella vaccine, unspecified",False,,
VAC0827,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,SCT_NUVA-9891002000102,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,1,1
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,SCT_NUVA-9901002000103,"Rotavirus pentavalent vaccine, unspecified",True,1,1
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,SCT_NUVA-2701002000109,"Rotavirus vaccine, unspecified",False,,
VAC0829,"Rubella-Mumps vaccine, unspecified",True,SCT_NUVA-9911002000100,"Rubella-Mumps vaccine, unspecified",True,1,1
VAC0830,"Subunit shingles vaccine, unspecified",True,SCT_NUVA-9931002000109,"Subunit shingles vaccine, unspecified",True,1,1
VAC0830,"Subunit shingles vaccine, unspecified",True,SCT_NUVA-10881002000107,"Shingles vaccine, unspecified",False,,
VAC0831,"Ebola vaccine, unspecified",True,SCT_NUVA-9951002000104,"Ebola vaccine, unspecified",True,1,1
VAC0832,"Herpes Simplex vaccine, unspecified",True,SCT_NUVA-9971002000107,"Herpes Simplex vaccine, unspecified",True,1,1
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SCT_NUVA-9991002000108,COMIRNATY 10 µg BIONTECH-PFIZER,True,1,1
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SCT_NUVA-11161002000103,"COVID-19 mRNA vaccine, paediatric dose, unspecified",False,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SCT_NUVA-12581002000105,"COVID-19 mRNA vaccine, unspecified",False,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SCT_NUVA-15401002000105,"COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",False,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SCT_NUVA-17161002000107,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",False,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC0835,FIOCRUZ COVID-19 VACCINE,False,SCT_NUVA-10001002000108,FIOCRUZ COVID-19 VACCINE,True,1,1
VAC0835,FIOCRUZ COVID-19 VACCINE,False,SCT_NUVA-12601002000102,"COVID-19 vaccine, non-replicating viral vector, unspecified",False,,
VAC0835,FIOCRUZ COVID-19 VACCINE,False,SCT_NUVA-14291002000100,"Non-replicating viral vector COVID-19 vaccine, chimpanzee adenovirus ChadOx1 encoding the SARS-CoV-2 spike protein",False,,
VAC0835,FIOCRUZ COVID-19 VACCINE,False,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC0836,FLUAD TETRA,False,SCT_NUVA-10011002000106,FLUAD TETRA,True,1,1
VAC0836,FLUAD TETRA,False,SCT_NUVA-11321002000109,"Quadrivalent influenza vaccine, unspecified",False,,
VAC0836,FLUAD TETRA,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0836,FLUAD TETRA,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0837,COVOVAX SII,False,SCT_NUVA-10021002000100,COVOVAX SII,True,1,1
VAC0837,COVOVAX SII,False,SCT_NUVA-12611002000104,"COVID-19 vaccine, protein subunit, unspecified",False,,
VAC0837,COVOVAX SII,False,SCT_NUVA-13711002000103,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",False,,
VAC0837,COVOVAX SII,False,SCT_NUVA-13871002000103,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, unspecified",False,,
VAC0837,COVOVAX SII,False,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC0838,COVOVAX NOVAVAX,False,SCT_NUVA-10031002000102,COVOVAX NOVAVAX,True,1,1
VAC0838,COVOVAX NOVAVAX,False,SCT_NUVA-12611002000104,"COVID-19 vaccine, protein subunit, unspecified",False,,
VAC0838,COVOVAX NOVAVAX,False,SCT_NUVA-13711002000103,"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified",False,,
VAC0838,COVOVAX NOVAVAX,False,SCT_NUVA-13871002000103,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, unspecified",False,,
VAC0838,COVOVAX NOVAVAX,False,SCT_NUVA-7711002000105,"COVID-19 vaccine, unspecified",False,,
VAC0839,"Inactivated whole-cell brucella vaccine, unspecified",True,SCT_NUVA-10051002000107,"Inactivated whole-cell brucella vaccine, unspecified",True,1,1
VAC0839,"Inactivated whole-cell brucella vaccine, unspecified",True,SCT_NUVA-2761002000105,"Brucellosis vaccine, unspecified",False,,
VAC0840,ADDIGRIP,False,SCT_NUVA-10061002000109,ADDIGRIP,True,1,1
VAC0840,ADDIGRIP,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0840,ADDIGRIP,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0840,ADDIGRIP,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0841,"INFLUVAC 0,25 mL",False,SCT_NUVA-10071002000104,"INFLUVAC 0,25 mL",True,1,1
VAC0841,"INFLUVAC 0,25 mL",False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0841,"INFLUVAC 0,25 mL",False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0841,"INFLUVAC 0,25 mL",False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0842,NEORABIS,False,SCT_NUVA-10081002000101,NEORABIS,True,1,1
VAC0842,NEORABIS,False,SCT_NUVA-13741002000104,"Rabies vaccine, whole inactivated, prepared in Vero cell culture, unspecified",False,,
VAC0842,NEORABIS,False,SCT_NUVA-2281002000109,"Rabies vaccine, unspecified",False,,
VAC0843,NOVIRAB,False,SCT_NUVA-10091002000103,NOVIRAB,True,1,1
VAC0843,NOVIRAB,False,SCT_NUVA-13741002000104,"Rabies vaccine, whole inactivated, prepared in Vero cell culture, unspecified",False,,
VAC0843,NOVIRAB,False,SCT_NUVA-2281002000109,"Rabies vaccine, unspecified",False,,
VAC0844,VERORABVAX,False,SCT_NUVA-10101002000107,VERORABVAX,True,1,1
VAC0844,VERORABVAX,False,SCT_NUVA-13741002000104,"Rabies vaccine, whole inactivated, prepared in Vero cell culture, unspecified",False,,
VAC0844,VERORABVAX,False,SCT_NUVA-2281002000109,"Rabies vaccine, unspecified",False,,
VAC0845,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,False,SCT_NUVA-10121002000104,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,True,1,1
VAC0845,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,False,SCT_NUVA-14721002000106,"Trivalent Poliomyelitis vaccine, whole inactivated oral, unspecified",False,,
VAC0845,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,SCT_NUVA-10131002000101,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,True,1,1
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,SCT_NUVA-7261002000104,"OPV bivalent 1-3, unspecified",False,,
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,SCT_NUVA-10141002000109,VACCIN PNEUMOCOCCIQUE SARBACH,True,1,1
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,SCT_NUVA-14941002000103,"15-valent unconjugated pneumococcal vaccine, unspecified",False,,
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,SCT_NUVA-9701002000101,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",False,,
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,SCT_NUVA-10151002000106,VACCIN BCG INSTITUT MERIEUX,True,1,1
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,SCT_NUVA-2321002000100,"BCG vaccine, unspecified",False,,
VAC0849,"Tularemia vaccine, unspecified",True,SCT_NUVA-10171002000103,"Tularemia vaccine, unspecified",True,1,1
VAC0850,NEISVAC-C,False,SCT_NUVA-10181002000100,NEISVAC-C,True,1,1
VAC0850,NEISVAC-C,False,SCT_NUVA-14431002000100,"Meningococcal C polysaccharide vaccine conjugated to tetanus toxoid, unspecified",False,,
VAC0850,NEISVAC-C,False,SCT_NUVA-2581002000107,"Meningococcal conjugate vaccine C, unspecified",False,,
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,SCT_NUVA-10191002000102,POLIO SABIN MONO TWO (ORAL) GSK,True,1,1
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,SCT_NUVA-10201002000104,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",False,,
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0852,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,SCT_NUVA-10201002000104,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,1,1
VAC0852,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0852,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0853,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,SCT_NUVA-10211002000101,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,1,1
VAC0853,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0853,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0854,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,SCT_NUVA-10221002000107,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,1,1
VAC0854,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0854,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0855,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,SCT_NUVA-10231002000105,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,1,1
VAC0856,"DTaPHib vaccine, unspecified",True,SCT_NUVA-10241002000102,"DTaPHib vaccine, unspecified",True,1,1
VAC0856,"DTaPHib vaccine, unspecified",True,SCT_NUVA-9501002000105,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0857,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,SCT_NUVA-10251002000100,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,1,1
VAC0858,"HPV vaccine bivalent, unspecified",True,SCT_NUVA-10261002000103,"HPV vaccine bivalent, unspecified",True,1,1
VAC0858,"HPV vaccine bivalent, unspecified",True,SCT_NUVA-2671002000108,HPV Vaccine,False,,
VAC0859,"HPV vaccine quadrivalent, unspecified",True,SCT_NUVA-10271002000108,"HPV vaccine quadrivalent, unspecified",True,1,1
VAC0859,"HPV vaccine quadrivalent, unspecified",True,SCT_NUVA-2671002000108,HPV Vaccine,False,,
VAC0860,"HPV vaccine nonavalent, unspecified",True,SCT_NUVA-10281002000106,"HPV vaccine nonavalent, unspecified",True,1,1
VAC0860,"HPV vaccine nonavalent, unspecified",True,SCT_NUVA-2671002000108,HPV Vaccine,False,,
VAC0861,"Multicomponent meningococcal B vaccine, unspecified",True,SCT_NUVA-10301002000105,"Multicomponent meningococcal B vaccine, unspecified",True,1,1
VAC0861,"Multicomponent meningococcal B vaccine, unspecified",True,SCT_NUVA-9661002000107,"Meningococcal B vaccine, unspecified",False,,
VAC0862,"Measles immunoglobulin, unspecified",True,SCT_NUVA-10311002000108,"Measles immunoglobulin, unspecified",True,1,1
VAC0863,"Hepatitis B immunoglobulin, unspecified",True,SCT_NUVA-10321002000102,"Hepatitis B immunoglobulin, unspecified",True,2,1
VAC0864,"Varicella-Zoster immunoglobulin, unspecified",True,SCT_NUVA-10331002000104,"Varicella-Zoster immunoglobulin, unspecified",True,1,1
VAC0865,"Polysaccharide meningococcal A vaccine, unspecified",True,SCT_NUVA-10341002000107,"Polysaccharide meningococcal A vaccine, unspecified",True,1,1
VAC0866,"Meningococcal conjugate vaccine A, unspecified",True,SCT_NUVA-10351002000109,"Meningococcal conjugate vaccine A, unspecified",True,1,1
VAC0867,"Diphtheria antitoxin, unspecified",True,SCT_NUVA-10361002000106,"Diphtheria antitoxin, unspecified",True,1,1
VAC0868,MENPOVAX A,False,SCT_NUVA-10371002000101,MENPOVAX A,True,1,1
VAC0868,MENPOVAX A,False,SCT_NUVA-10341002000107,"Polysaccharide meningococcal A vaccine, unspecified",False,,
VAC0869,MENPOVAX C,False,SCT_NUVA-10381002000103,MENPOVAX C,True,1,1
VAC0869,MENPOVAX C,False,SCT_NUVA-13681002000104,"Meningococcal C vaccine unconjugated, unspecified",False,,
VAC0870,TYPBAR,False,SCT_NUVA-10391002000100,TYPBAR,True,1,1
VAC0870,TYPBAR,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0870,TYPBAR,False,SCT_NUVA-8541002000100,"Typhoid conjugate vaccine, unspecified",False,,
VAC0871,SUPEMTEK TETRA,False,SCT_NUVA-10401002000103,SUPEMTEK TETRA,True,1,1
VAC0871,SUPEMTEK TETRA,False,SCT_NUVA-14591002000102,"Quadrivalent influenza vaccine, on cell culture, unspecified",False,,
VAC0871,SUPEMTEK TETRA,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0872,INFLUPOZZI SUBUNITA,False,SCT_NUVA-10411002000100,INFLUPOZZI SUBUNITA,True,1,1
VAC0872,INFLUPOZZI SUBUNITA,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0872,INFLUPOZZI SUBUNITA,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0872,INFLUPOZZI SUBUNITA,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0873,INFLUPOZZI ADIUVATO,False,SCT_NUVA-10421002000106,INFLUPOZZI ADIUVATO,True,1,1
VAC0873,INFLUPOZZI ADIUVATO,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0873,INFLUPOZZI ADIUVATO,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0873,INFLUPOZZI ADIUVATO,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0874,INNOFLU,False,SCT_NUVA-10431002000109,INNOFLU,True,1,1
VAC0874,INNOFLU,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0874,INNOFLU,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0874,INNOFLU,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,SCT_NUVA-10441002000101,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,True,1,1
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,SCT_NUVA-15421002000102,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,SCT_NUVA-1661002000108,"H5N1 pre-pandemic influenza vaccine, unspecified",False,,
VAC0876,CINQUERIX,False,SCT_NUVA-10451002000104,CINQUERIX,True,1,1
VAC0876,CINQUERIX,False,SCT_NUVA-10491002000108,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",False,,
VAC0876,CINQUERIX,False,SCT_NUVA-13731002000107,"Pentavalent vaccine DTPaHibP - Diphtheria-Tetanus-Pertussis-Hib PRP-Polio, unspecified",False,,
VAC0876,CINQUERIX,False,SCT_NUVA-6341002000106,"Pentavalent DTaPHibIPV vaccine, unspecified",False,,
VAC0877,INFANRIX HEPB,False,SCT_NUVA-10461002000102,INFANRIX HEPB,True,1,1
VAC0877,INFANRIX HEPB,False,SCT_NUVA-10251002000100,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",False,,
VAC0877,INFANRIX HEPB,False,SCT_NUVA-14761002000102,"Quadrivalent DTPaHepB vaccine - Diphtheria-Tetanus-Pertussis-Hepatitis B 10µg, unspecified",False,,
VAC0878,TRITANRIX,False,SCT_NUVA-10471002000107,TRITANRIX,True,1,1
VAC0878,TRITANRIX,False,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",False,,
VAC0878,TRITANRIX,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0879,ACELLUVAX,False,SCT_NUVA-10481002000105,ACELLUVAX,True,1,1
VAC0879,ACELLUVAX,False,SCT_NUVA-14261002000106,"Acellular Pertussis Vaccine, unspecified",False,,
VAC0879,ACELLUVAX,False,SCT_NUVA-9451002000108,"Acellular pertussis vaccine, unspecified",False,,
VAC0879,ACELLUVAX,False,SCT_NUVA-9461002000105,"Pertussis vaccine, unspecified",False,,
VAC0880,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,SCT_NUVA-10491002000108,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,1,1
VAC0881,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,SCT_NUVA-10511002000104,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,1,1
VAC0881,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,SCT_NUVA-11071002000107,"Japanese encephalitis vaccine, unspecified",False,,
VAC0882,CANDID 1,False,SCT_NUVA-10531002000108,CANDID 1,True,1,1
VAC0882,CANDID 1,False,SCT_NUVA-13921002000106,"Live attenuated vaccine against Argentine hemorrhagic fever, Junin virus, unspecified",False,,
VAC0883,ENTEROVACCINO TIFICO SCLAVO,False,SCT_NUVA-10541002000100,ENTEROVACCINO TIFICO SCLAVO,True,1,1
VAC0883,ENTEROVACCINO TIFICO SCLAVO,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0883,ENTEROVACCINO TIFICO SCLAVO,False,SCT_NUVA-9751002000102,"Inactivated Typhoid vaccine, unspecified",False,,
VAC0884,DIF-PER-TET-ALL CHIRON,False,SCT_NUVA-10551002000103,DIF-PER-TET-ALL CHIRON,True,1,1
VAC0884,DIF-PER-TET-ALL CHIRON,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0884,DIF-PER-TET-ALL CHIRON,False,SCT_NUVA-7281002000107,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",False,,
VAC0884,DIF-PER-TET-ALL CHIRON,False,SCT_NUVA-9471002000100,"Diph-T-aP/ap, unspecified",False,,
VAC0885,INFLUPOZZI ZONALE,False,SCT_NUVA-10561002000101,INFLUPOZZI ZONALE,True,1,1
VAC0885,INFLUPOZZI ZONALE,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0885,INFLUPOZZI ZONALE,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0885,INFLUPOZZI ZONALE,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0886,MONO OPV1,False,SCT_NUVA-10571002000106,MONO OPV1,True,1,1
VAC0886,MONO OPV1,False,SCT_NUVA-10211002000101,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",False,,
VAC0886,MONO OPV1,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0886,MONO OPV1,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0887,POLIORAL,False,SCT_NUVA-10581002000109,POLIORAL,True,1,1
VAC0887,POLIORAL,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0887,POLIORAL,False,SCT_NUVA-4431002000102,"OPV 1-2-3, unspecified",False,,
VAC0887,POLIORAL,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0888,QUATTVAXEM,False,SCT_NUVA-10591002000107,QUATTVAXEM,True,1,1
