NUVA;NUVA label;IsAbstract;CVC;CVC label;Best;Blur;Equiv
VAC0802;Monovalent oral polio vaccine - type unknown, unspecified;True;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0803;Polio Sabin One and Three GSK;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0803;Polio Sabin One and Three GSK;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0804;Anthrax vaccine, unspecified;True;CVC-333521006;Anthrax vaccine, unspecified;True;6;1
VAC0805;Whole-cell inactivated cholera vaccine, unspecified;True;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0806;Live attenuated cholera vaccine, unspecified;True;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0807;Cholera-Typhoid inactivated vaccine, unspecified;True;;;;
VAC0808;Hib-MenCY, unspecified;True;CVC-2068100007105;Hib-MenCY, unspecified;True;2;1
VAC0809;Meningococcal monovalent polysaccharide vaccine, unspecified;True;CVC-423531006;Meningococcal vaccine serogroup unknown, unspecified;True;4;0
VAC0810;Meningococcal polyvalent polysaccharide vaccine, unspecified;True;CVC-8241000087109;Meningococcal polyvalent polysaccharide vaccine, unspecified;True;1;1
VAC0810;Meningococcal polyvalent polysaccharide vaccine, unspecified;True;CVC-423531006;Meningococcal vaccine serogroup unknown, unspecified;False;;
VAC0811;Meningococcal B vaccine, unspecified;True;CVC-785864002;Meningococcal B vaccine, unspecified;True;7;1
VAC0812;Inactivated whole plague vaccine, unspecified;True;CVC-11866009;Inactivated whole plague vaccine, unspecified;True;1;1
VAC0813;Pneumococcal unconjugated polysaccharide vaccine, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;True;8;0
VAC0813;Pneumococcal unconjugated polysaccharide vaccine, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;True;8;0
VAC0814;Pneumococcal conjugate vaccine, serotypes unspecified;True;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;True;11;1
VAC0814;Pneumococcal conjugate vaccine, serotypes unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0814;Pneumococcal conjugate vaccine, serotypes unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0815;Pneumo-Hib, unspecified;True;;;;
VAC0816;PEDATYPH;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0817;Inactivated Typhoid vaccine, unspecified;True;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0818;Typhoid-Paratyphoid vaccine, unspecified;True;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0819;Inactivated Japanese Encephalitis vaccine, unspecified;True;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC0820;Inactivated whole influenza vaccine, unspecified;True;;;;
VAC0821;Inactivated influenza vaccine, split or subunit, unspecified;True;;;;
VAC0822;Influenza vaccine, live attenuated, unspecified;True;CVC-409269001;Influenza vaccine, live attenuated, unspecified;True;6;1
VAC0823;VLP influenza vaccine, unspecified;True;;;;
VAC0824;Hepatitis A virosome vaccine, unspecified;True;;;;
VAC0825;Combined hepatitis A and hepatitis B vaccine, unspecified;True;;;;
VAC0826;MEASLES AND RUBELLA VACCINE SII;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC0827;MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified;True;CVC-419550004;MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified;True;1;1
VAC0828;Rotavirus pentavalent vaccine, unspecified;True;CVC-7821000087102;Rotavirus pentavalent vaccine, unspecified;True;1;1
VAC0828;Rotavirus pentavalent vaccine, unspecified;True;CVC-116077000;Rotavirus vaccine, unspecified;False;;
VAC0828;Rotavirus pentavalent vaccine, unspecified;True;CVC-7811000087105;Rotavirus vaccine, unspecified;False;;
VAC0829;Rubella-Mumps vaccine, unspecified;True;;;;
VAC0830;Subunit shingles vaccine, unspecified;True;CVC-23001000087100;Shingles vaccine, unspecified;True;3;0
VAC0830;Subunit shingles vaccine, unspecified;True;CVC-407737004;Shingles vaccine, unspecified;True;3;0
VAC0831;Ebola vaccine, unspecified;True;CVC-45891000087103;Ebola vaccine, unspecified;True;6;1
VAC0832;Herpes Simplex vaccine, unspecified;True;;;;
VAC0833;COMIRNATY 10 µg BIONTECH-PFIZER;False;CVC-33361000087101;COMIRNATY 10 µg BIONTECH-PFIZER;True;1;2
VAC0833;COMIRNATY 10 µg BIONTECH-PFIZER;False;CVC-34611000087105;COMIRNATY 10 µg BIONTECH-PFIZER;True;1;2
VAC0833;COMIRNATY 10 µg BIONTECH-PFIZER;False;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;False;;
VAC0833;COMIRNATY 10 µg BIONTECH-PFIZER;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC0833;COMIRNATY 10 µg BIONTECH-PFIZER;False;CVC-33581000087104;COVID-19 mRNA vaccine, paediatric dose, unspecified;False;;
VAC0835;FIOCRUZ COVID-19 VACCINE;False;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;True;26;0
VAC0835;FIOCRUZ COVID-19 VACCINE;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC0836;FLUAD TETRA;False;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;True;10;0
VAC0837;COVOVAX SII;False;CVC-34921000087108;COVOVAX SII;True;1;1
VAC0837;COVOVAX SII;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC0838;COVOVAX NOVAVAX;False;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC0839;Inactivated whole-cell brucella vaccine, unspecified;True;;;;
VAC0840;ADDIGRIP;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0841;INFLUVAC 0,25 mL;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0842;NEORABIS;False;;;;
VAC0843;NOVIRAB;False;;;;
VAC0844;VERORABVAX;False;;;;
VAC0845;VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX;False;CVC-111164008;Polio vaccine, unspecified;True;3;0
VAC0846;VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0846;VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0847;VACCIN PNEUMOCOCCIQUE SARBACH;False;CVC-135642004;Pneumococcal vaccine, unspecified;True;8;0
VAC0847;VACCIN PNEUMOCOCCIQUE SARBACH;False;CVC-333598008;Pneumococcal vaccine, unspecified;True;8;0
VAC0848;VACCIN BCG INSTITUT MERIEUX;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC0849;Tularemia vaccine, unspecified;True;;;;
VAC0850;NEISVAC-C;False;CVC-21891000087103;NEISVAC-C;True;1;2
VAC0850;NEISVAC-C;False;CVC-7081000087109;NEISVAC-C;True;1;2
VAC0850;NEISVAC-C;False;CVC-359068008;Meningococcal conjugate vaccine C, unspecified;False;;
VAC0851;POLIO SABIN MONO TWO (ORAL) GSK;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0851;POLIO SABIN MONO TWO (ORAL) GSK;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0852;mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified;True;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0852;mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified;True;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0853;mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified;True;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0853;mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified;True;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0854;mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified;True;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0854;mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified;True;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0855;Diphtheria-Tetanus-Polio vaccine, unspecified;True;;;;
VAC0856;DTaPHib vaccine, unspecified;True;CVC-8211000087108;DTaPHib vaccine, unspecified;True;5;1
VAC0857;Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified;True;CVC-20601000087103;Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified;True;7;1
VAC0858;HPV vaccine bivalent, unspecified;True;CVC-7791000087109;HPV vaccine bivalent, unspecified;True;2;1
VAC0858;HPV vaccine bivalent, unspecified;True;CVC-424519000;HPV Vaccine;False;;
VAC0859;HPV vaccine quadrivalent, unspecified;True;CVC-7801000087108;HPV vaccine quadrivalent, unspecified;True;4;1
VAC0859;HPV vaccine quadrivalent, unspecified;True;CVC-424519000;HPV Vaccine;False;;
VAC0860;HPV vaccine nonavalent, unspecified;True;CVC-20861000087100;HPV vaccine nonavalent, unspecified;True;2;1
VAC0860;HPV vaccine nonavalent, unspecified;True;CVC-424519000;HPV Vaccine;False;;
VAC0861;Multicomponent meningococcal B vaccine, unspecified;True;CVC-785864002;Meningococcal B vaccine, unspecified;True;7;0
VAC0862;Measles immunoglobulin, unspecified;True;;;;
VAC0863;Hepatitis B immunoglobulin, unspecified;True;CVC-9542007;Hepatitis B immunoglobulin, unspecified;True;3;1
VAC0864;Varicella-Zoster immunoglobulin, unspecified;True;CVC-62294009;Varicella-Zoster immunoglobulin, unspecified;True;2;1
VAC0865;Polysaccharide meningococcal A vaccine, unspecified;True;CVC-7711000087103;Polysaccharide meningococcal A vaccine, unspecified;True;3;1
VAC0866;Meningococcal conjugate vaccine A, unspecified;True;;;;
VAC0867;Diphtheria antitoxin, unspecified;True;CVC-77048008;Diphtheria antitoxin, unspecified;True;2;1
VAC0868;MENPOVAX A;False;CVC-7711000087103;Polysaccharide meningococcal A vaccine, unspecified;True;3;0
VAC0869;MENPOVAX C;False;;;;
VAC0870;TYPBAR;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0871;SUPEMTEK;False;CVC-35661000087108;SUPEMTEK;True;1;1
VAC0872;INFLUPOZZI SUBUNITA;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0873;INFLUPOZZI ADIUVATO;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0874;INNOFLU;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0875;PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0876;CINQUERIX;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0876;CINQUERIX;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0877;INFANRIX HEPB;False;CVC-20601000087103;Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified;True;7;0
VAC0878;TRITANRIX;False;CVC-23691000087103;TRITANRIX;True;1;1
VAC0878;TRITANRIX;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0879;ACELLUVAX;False;CVC-449019003;Acellular pertussis vaccine, unspecified;True;8;0
VAC0879;ACELLUVAX;False;CVC-7781000087107;Acellular pertussis vaccine, unspecified;True;8;0
VAC0879;ACELLUVAX;False;CVC-61602008;Pertussis vaccine, unspecified;False;;
VAC0880;Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified;True;;;;
VAC0881;Live attenuated Japanese Encephalitis vaccine, unspecified;True;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC0882;CANDID 1;False;;;;
VAC0883;ENTEROVACCINO TIFICO SCLAVO;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0884;DIF-PER-TET-ALL CHIRON;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0884;DIF-PER-TET-ALL CHIRON;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0885;INFLUPOZZI ZONALE;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0886;MONO OPV1;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0886;MONO OPV1;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0887;POLIORAL;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0887;POLIORAL;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0888;QUATTVAXEM;False;;;;
VAC0889;MONO OPV3;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0889;MONO OPV3;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0890;NEOTYF;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0891;PNEUMOPUR;False;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;9;0
VAC0891;PNEUMOPUR;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0891;PNEUMOPUR;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0892;POLIOVAX-IN;False;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;0
VAC0892;POLIOVAX-IN;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0893;VACCINO ANTICOLERICO SCLAVO;False;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0894;Adenovirus vaccine, unspecified;True;;;;
VAC0895;Venezuelan Equine Encephalitis Vaccine, Unspecified;True;;;;
VAC0896;Q fever vaccine, unspecified;True;;;;
VAC0897;Hantavirus vaccine, unspecified;True;;;;
VAC0898;Leishmaniasis vaccine, unspecified;True;;;;
VAC0899;Human Parainfluenza Virus Vaccine, unspecified;True;;;;
VAC0900;PREVENAR 20;False;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;True;11;0
VAC0900;PREVENAR 20;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0900;PREVENAR 20;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0901;MENCEVAX ACW;False;;;;
VAC0902;Rabies vaccine Semple type, unspecified;True;;;;
VAC0903;Rabies vaccine Fuenzalida type, unspecified;True;;;;
VAC0904;Rabies duck embryo vaccine, unspecified;True;;;;
VAC0905;Rabies vaccine PHKCV, unspecified;True;;;;
VAC0906;Shingles vaccine, unspecified;True;CVC-23001000087100;Shingles vaccine, unspecified;True;3;2
VAC0906;Shingles vaccine, unspecified;True;CVC-407737004;Shingles vaccine, unspecified;True;3;2
VAC0907;Vaccine against adenovirus type 4, unspecified;True;;;;
VAC0908;Vaccine against adenovirus type 7, unspecified;True;;;;
VAC0909;Botulinum antitoxin;True;CVC-21911000087100;Botulinum antitoxin;True;3;2
VAC0909;Botulinum antitoxin;True;CVC-86080005;Botulinum antitoxin;True;3;2
VAC0910;Inactivated hepatitis A vaccine, adult dose, unspecified;True;;;;
VAC0911;Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified;True;CVC-9811000087103;Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified;True;2;1
VAC0912;Hepatitis A vaccine, pediatric dose, unspecified;True;;;;
VAC0913;BIMERVAX;False;CVC-28531000087107;COVID-19 vaccine, unspecified;True;79;0
VAC0914;Hepatitis B vaccine, monovalent, pediatric dose, unspecified;True;CVC-9831000087108;Hepatitis B vaccine, monovalent, pediatric dose, unspecified;True;14;1
VAC0914;Hepatitis B vaccine, monovalent, pediatric dose, unspecified;True;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0915;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;CVC-8771000087109;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;14;1
VAC0915;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0916;Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified;True;CVC-8781000087106;Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified;True;5;1
VAC0916;Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified;True;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0917;Hepatitis E vaccine, unspecified;True;;;;
VAC0918;PRP-D Hib vaccine, unspecified;True;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0919;Hib hbOC vaccine, unspecified;True;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0920;Diphtheria-tetanus Td vaccine, unspecified;True;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;1
VAC0921;Japanese encephalitis vaccine, unspecified;True;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;1
VAC0922;Live attenuated adenovirus vaccine, type 4 and type 7, oral;True;;;;
VAC0923;Respiratory Syncytial Virus monoclonal antibody, unspecified;True;CVC-108725001;Respiratory Syncytial Virus monoclonal antibody, unspecified;True;8;1
VAC0924;FLUZONE INTRADERMAL;False;;;;
VAC0925;Trivalent inactivated influenza vaccine, unspecified;True;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;1
VAC0926;FLUCELVAX;False;;;;
VAC0927;COVID-19 mRNA vaccine, paediatric dose, unspecified;True;CVC-33581000087104;COVID-19 mRNA vaccine, paediatric dose, unspecified;True;1;1
VAC0927;COVID-19 mRNA vaccine, paediatric dose, unspecified;True;CVC-1119349007;COVID-19 mRNA vaccine, unspecified;False;;
VAC0927;COVID-19 mRNA vaccine, paediatric dose, unspecified;True;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC0928;Live attenuated Hepatitis A vaccine, unspecified;True;;;;
VAC0929;Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified;True;;;;
VAC0930;AD5-NCOV COVID-19 INHALATION VACCINE;False;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;True;26;0
VAC0930;AD5-NCOV COVID-19 INHALATION VACCINE;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC0931;FLUBLOK QUADRIVALENT;False;;;;
VAC0932;Quadrivalent recombinant influenza vaccine, unspecified;True;;;;
VAC0933;TICOVAC 2,7µg;False;CVC-333699008;Tick-borne encephalitis vaccine, unspecified;True;10;0
VAC0934;VACCIN OREILLONS AVENTIS PASTEUR MSD;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0935;VACCIN RABIQUE INACTIVE MERIEUX;False;;;;
VAC0936;VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD;False;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;9;0
VAC0936;VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0936;VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0937;Botulism vaccine, unspecified;True;;;;
VAC0938;Quadrivalent influenza vaccine, unspecified;True;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;True;10;1
VAC0939;PREHEVBRIO;False;;;;
VAC0940;SPUTNIK-LIGHT;False;CVC-33461000087106;SPUTNIK-LIGHT;True;1;1
VAC0940;SPUTNIK-LIGHT;False;CVC-28531000087107;COVID-19 vaccine, unspecified;False;;
VAC0940;SPUTNIK-LIGHT;False;CVC-29061000087103;COVID-19 vaccine, non-replicating viral vector, unspecified;False;;
VAC0941;Immunoglobulin against anthrax, unspecified;True;;;;
VAC0942;Chicken embryo rabies vaccine, unspecified;True;;;;
VAC0943;Rabies vaccine diploid cells, unspecified;True;;;;
VAC0944;Inactivated whole virion oral cholera vaccine, unspecified;True;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0945;Meningococcal vaccine serogroup unknown, unspecified;True;CVC-423531006;Meningococcal vaccine serogroup unknown, unspecified;True;4;1
VAC0946;TYPHIDRALL;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0947;IMMU-PHILUS;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0948;BACITHRAX;False;CVC-333521006;Anthrax vaccine, unspecified;True;6;0
VAC0949;IMOVAX BCG;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC0950;IMOVAX DTP;False;CVC-7901000087103;DTIPV vaccine, unspecified;True;9;0
VAC0951;IMOVAX POLIO ORALE;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0951;IMOVAX POLIO ORALE;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0952;IMOVAX COLERA;False;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0953;PROCOMVAX;False;CVC-426971004;HepB-Hib, unspecified;True;3;0
VAC0954;JAPANESE ENCEPHALITIS VACCINE;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC0955;PULMOVAX;False;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;9;0
VAC0955;PULMOVAX;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0955;PULMOVAX;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0956;VACCINO COLERICO BERNA;False;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0957;VACCINO BCG BERNA;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC0958;ADIUGRIP;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0959;STREPTOPUR;False;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;9;0
VAC0959;STREPTOPUR;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0959;STREPTOPUR;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0960;VIATIM;False;CVC-333707007;Typhoid-hepatitis A vaccine, unspecified;True;5;0
VAC0961;ANATOXAL TE N;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0962;ANATOXAL DI TE N ADULT;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;0
VAC0963;ANATOXAL DI TE PER;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0964;ANATOXAL DI;False;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC0965;ANATOXAL TE TAB;False;;;;
VAC0966;JYNNEOS;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0967;HEPASOMA;False;;;;
VAC0968;INFLEXAL V;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0969;LYSSAVAC N BERNA;False;;;;
VAC0970;TETATOX;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0971;VACCINO ANTIVAIOLOSO LANCY;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0972;VIROFLUSOMA;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0973;VIROFLU;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0974;MENCEVAX AC;False;CVC-21721000087105;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0974;MENCEVAX AC;False;CVC-7091000087106;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0975;PERTURIX;False;CVC-449019003;Acellular pertussis vaccine, unspecified;True;8;0
VAC0975;PERTURIX;False;CVC-7781000087107;Acellular pertussis vaccine, unspecified;True;8;0
VAC0975;PERTURIX;False;CVC-61602008;Pertussis vaccine, unspecified;False;;
VAC0976;VACCINO ANTICOLERICO ISI;False;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0977;ENTEROVACCINO ISI;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0978;VAC.DIFTO TETANO ISI;False;;;;
VAC0979;VACCINO ANTITETANICO ISI;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0980;VAC.DPT ISI;False;;;;
VAC0981;VACCINO PERTOSSE ISI;False;CVC-61602008;Pertussis vaccine, unspecified;True;7;0
VAC0982;VACCINO TIFICO ISI;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0983;VACCINO ANTIPOL ISI;False;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;0
VAC0983;VACCINO ANTIPOL ISI;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0984;VACCINO ANTIVAIOLOSO ISI;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0985;VACCINO TAB TE ISI;False;;;;
VAC0986;H ATETAL ISI;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0987;TANRIX;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0988;VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK;False;CVC-420261000;Unconjugated meningococcal vaccine ACWY, unspecified;True;5;0
VAC0988;VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK;False;CVC-7101000087101;Unconjugated meningococcal vaccine ACWY, unspecified;True;5;0
VAC0989;HANTAVAX;False;;;;
VAC0990;ALPHARIX;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0991;FLULAVAL QUADRIVALENT;False;CVC-20811000087102;FLULAVAL QUADRIVALENT;True;1;1
VAC0991;FLULAVAL QUADRIVALENT;False;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;False;;
VAC0992;AFLURIA QUADRIVALENT;False;CVC-24381000087107;AFLURIA QUADRIVALENT;True;1;1
VAC0992;AFLURIA QUADRIVALENT;False;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;False;;
VAC0993;TD ADSORBED;False;CVC-7371000087109;TD ADSORBED;True;1;1
VAC0993;TD ADSORBED;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;False;;
VAC0994;VARIVAX II;False;CVC-108729007;Chickenpox vaccine, unspecified;True;7;0
VAC0995;IMVAMUNE;False;CVC-26571000087105;IMVAMUNE;True;1;1
VAC0995;IMVAMUNE;False;CVC-33234009;Smallpox vaccine, unspecified;False;;
VAC0996;ACAM2000;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0997;Pneumococcal 13-valent conjugate vaccine, unspecified;True;CVC-448964007;Pneumococcal 13-valent conjugate vaccine, unspecified;True;1;1
VAC0997;Pneumococcal 13-valent conjugate vaccine, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0997;Pneumococcal 13-valent conjugate vaccine, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0997;Pneumococcal 13-valent conjugate vaccine, unspecified;True;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;False;;
VAC0998;LC16;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0999;WETVAX APSV;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC1000;VACV VACCINIA VIRUS LISTER ELSTREE;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
