NUVA,NUVA label,IsAbstract,CVX,CVX label,Best,Blur,Equiv
VAC0927,"COVID-19 mRNA vaccine, paediatric dose, unspecified",True,CVX-310,"COVID-19 mRNA vaccine, paediatric dose, unspecified",True,2,2
VAC0927,"COVID-19 mRNA vaccine, paediatric dose, unspecified",True,CVX-213,"COVID-19 vaccine, unspecified",False,,
VAC0927,"COVID-19 mRNA vaccine, paediatric dose, unspecified",True,CVX-500,"COVID-19 vaccine, unspecified",False,,
VAC0928,"Live attenuated Hepatitis A vaccine, unspecified",True,CVX-169,"Live attenuated Hepatitis A vaccine, unspecified",True,1,1
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,CVX-161,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,2,1
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0930,AD5-NCOV COVID-19 INHALATION VACCINE,False,CVX-213,"COVID-19 vaccine, unspecified",True,170,0
VAC0930,AD5-NCOV COVID-19 INHALATION VACCINE,False,CVX-500,"COVID-19 vaccine, unspecified",True,170,0
VAC0931,FLUBLOK QUADRIVALENT,False,CVX-185,"Quadrivalent recombinant influenza vaccine, unspecified",True,2,0
VAC0931,FLUBLOK QUADRIVALENT,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0932,"Quadrivalent recombinant influenza vaccine, unspecified",True,CVX-185,"Quadrivalent recombinant influenza vaccine, unspecified",True,2,1
VAC0932,"Quadrivalent recombinant influenza vaccine, unspecified",True,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0933,"TICOVAC 2,7µg",False,CVX-224,"Tick-borne encephalitis vaccine, Neudörfl strain, adult dose, unspecified",True,4,0
VAC0933,"TICOVAC 2,7µg",False,CVX-222,"Tick-borne encephalitis vaccine, unspecified",False,,
VAC0933,"TICOVAC 2,7µg",False,CVX-77,"Tick-borne encephalitis vaccine, unspecified",False,,
VAC0934,VACCIN OREILLONS AVENTIS PASTEUR MSD,False,CVX-07,"Mumps vaccine, unspecified",True,12,0
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,False,CVX-18,"Rabies vaccine, unspecified",True,22,0
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,False,CVX-40,"Rabies vaccine, unspecified",True,22,0
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,False,CVX-90,"Rabies vaccine, unspecified",True,22,0
VAC0936,VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD,False,CVX-33,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0936,VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD,False,CVX-109,"Pneumococcal vaccine, unspecified",False,,
VAC0937,"Botulism vaccine, unspecified",True,,,,,
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CVX-150,"Quadrivalent influenza vaccine, unspecified",True,15,4
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CVX-158,"Quadrivalent influenza vaccine, unspecified",True,15,4
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CVX-166,"Quadrivalent influenza vaccine, unspecified",True,15,4
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CVX-205,"Quadrivalent influenza vaccine, unspecified",True,15,4
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0939,PREHEVBRIO,False,CVX-220,"Recombinant hepatitis B vaccine, three antigens, unspecified",True,3,0
VAC0940,SPUTNIK-LIGHT,False,CVX-504,SPUTNIK-LIGHT,True,1,1
VAC0940,SPUTNIK-LIGHT,False,CVX-213,"COVID-19 vaccine, unspecified",False,,
VAC0940,SPUTNIK-LIGHT,False,CVX-500,"COVID-19 vaccine, unspecified",False,,
VAC0941,"Immunoglobulin against anthrax, unspecified",True,CVX-181,"Immunoglobulin against anthrax, unspecified",True,1,1
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,CVX-176,"Chicken embryo rabies vaccine, unspecified",True,6,1
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,CVX-18,"Rabies vaccine, unspecified",False,,
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,CVX-40,"Rabies vaccine, unspecified",False,,
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,CVX-90,"Rabies vaccine, unspecified",False,,
VAC0943,"Rabies vaccine diploid cells, unspecified",True,CVX-175,"Rabies vaccine diploid cells, unspecified",True,4,1
VAC0943,"Rabies vaccine diploid cells, unspecified",True,CVX-18,"Rabies vaccine, unspecified",False,,
VAC0943,"Rabies vaccine diploid cells, unspecified",True,CVX-40,"Rabies vaccine, unspecified",False,,
VAC0943,"Rabies vaccine diploid cells, unspecified",True,CVX-90,"Rabies vaccine, unspecified",False,,
VAC0944,"Inactivated whole virion oral cholera vaccine, unspecified",True,CVX-173,"Inactivated whole virion oral cholera vaccine, unspecified",True,7,1
VAC0944,"Inactivated whole virion oral cholera vaccine, unspecified",True,CVX-26,"Cholera vaccine, unspecified",False,,
VAC0945,"Meningococcal vaccine serogroup unknown, unspecified",True,CVX-167,"Meningococcal vaccine serogroup unknown, unspecified",True,5,1
VAC0946,TYPHIDRALL,False,CVX-91,"Typhoid vaccine, unspecified",True,10,0
VAC0947,IMMU-PHILUS,False,CVX-49,"PRP-OMP Hib vaccine, unspecified",True,3,0
VAC0947,IMMU-PHILUS,False,CVX-17,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0948,BACITHRAX,False,CVX-24,Adjuvanted adsorbed anthrax vaccine,True,5,0
VAC0948,BACITHRAX,False,CVX-318,Adjuvanted adsorbed anthrax vaccine,True,5,0
VAC0948,BACITHRAX,False,CVX-319,"Anthrax vaccine, unspecified",False,,
VAC0949,IMOVAX BCG,False,CVX-19,"BCG vaccine, unspecified",True,19,0
VAC0950,IMOVAX DTP,False,CVX-195,"DTIPV vaccine, unspecified",True,9,0
VAC0951,IMOVAX POLIO ORALE,False,CVX-02,"OPV 1-2-3, unspecified",True,13,0
VAC0951,IMOVAX POLIO ORALE,False,CVX-179,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0951,IMOVAX POLIO ORALE,False,CVX-182,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0951,IMOVAX POLIO ORALE,False,CVX-89,"Polio vaccine, unspecified",False,,
VAC0952,IMOVAX COLERA,False,CVX-26,"Cholera vaccine, unspecified",True,8,0
VAC0953,PROCOMVAX,False,CVX-51,"HepB-Hib, unspecified",True,4,0
VAC0954,JAPANESE ENCEPHALITIS VACCINE,False,CVX-39,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0954,JAPANESE ENCEPHALITIS VACCINE,False,CVX-129,"Japanese encephalitis vaccine, unspecified",False,,
VAC0954,JAPANESE ENCEPHALITIS VACCINE,False,CVX-134,"Japanese encephalitis vaccine, unspecified",False,,
VAC0955,PULMOVAX,False,CVX-33,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0955,PULMOVAX,False,CVX-109,"Pneumococcal vaccine, unspecified",False,,
VAC0956,VACCINO COLERICO BERNA,False,CVX-26,"Cholera vaccine, unspecified",True,8,0
VAC0957,VACCINO BCG BERNA,False,CVX-19,"BCG vaccine, unspecified",True,19,0
VAC0958,ADIUGRIP,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0958,ADIUGRIP,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0958,ADIUGRIP,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0958,ADIUGRIP,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0959,STREPTOPUR,False,CVX-33,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0959,STREPTOPUR,False,CVX-109,"Pneumococcal vaccine, unspecified",False,,
VAC0960,VIATIM,False,,,,,
VAC0961,ANATOXAL TE N,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0961,ANATOXAL TE N,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0961,ANATOXAL TE N,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0962,ANATOXAL DI TE N ADULT,False,CVX-09,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0962,ANATOXAL DI TE N ADULT,False,CVX-113,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0962,ANATOXAL DI TE N ADULT,False,CVX-138,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0962,ANATOXAL DI TE N ADULT,False,CVX-139,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0962,ANATOXAL DI TE N ADULT,False,CVX-196,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0963,ANATOXAL DI TE PER,False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0964,ANATOXAL DI,False,,,,,
VAC0965,ANATOXAL TE TAB,False,,,,,
VAC0966,JYNNEOS,False,CVX-206,"3rd generation smallpox vaccine, modified Ankara vaccinia virus, unspecified",True,4,0
VAC0966,JYNNEOS,False,CVX-105,"Smallpox vaccine, unspecified",False,,
VAC0966,JYNNEOS,False,CVX-325,"Smallpox vaccine, unspecified",False,,
VAC0966,JYNNEOS,False,CVX-75,"Smallpox vaccine, unspecified",False,,
VAC0967,HEPASOMA,False,CVX-85,"Inactivated hepatitis A vaccine, unspecified",True,7,0
VAC0968,INFLEXAL V,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0968,INFLEXAL V,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0968,INFLEXAL V,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0968,INFLEXAL V,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0969,LYSSAVAC N BERNA,False,CVX-18,"Rabies vaccine, unspecified",True,22,0
VAC0969,LYSSAVAC N BERNA,False,CVX-40,"Rabies vaccine, unspecified",True,22,0
VAC0969,LYSSAVAC N BERNA,False,CVX-90,"Rabies vaccine, unspecified",True,22,0
VAC0970,TETATOX,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0970,TETATOX,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0970,TETATOX,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0971,VACCINO ANTIVAIOLOSO LANCY,False,CVX-105,"Smallpox vaccine, unspecified",True,15,0
VAC0971,VACCINO ANTIVAIOLOSO LANCY,False,CVX-325,"Smallpox vaccine, unspecified",True,15,0
VAC0971,VACCINO ANTIVAIOLOSO LANCY,False,CVX-75,"Smallpox vaccine, unspecified",True,15,0
VAC0972,VIROFLUSOMA,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0972,VIROFLUSOMA,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0972,VIROFLUSOMA,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0972,VIROFLUSOMA,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0973,VIROFLU,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0973,VIROFLU,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0973,VIROFLU,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0973,VIROFLU,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0974,MENCEVAX AC,False,CVX-192,"Meningococcal A + C vaccine, unspecified",True,7,0
VAC0975,PERTURIX,False,CVX-11,"Pertussis vaccine, unspecified",True,16,0
VAC0976,VACCINO ANTICOLERICO ISI,False,CVX-26,"Cholera vaccine, unspecified",True,8,0
VAC0977,ENTEROVACCINO ISI,False,CVX-53,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0977,ENTEROVACCINO ISI,False,CVX-91,"Typhoid vaccine, unspecified",False,,
VAC0978,VAC.DIFTO TETANO ISI,False,,,,,
VAC0979,VACCINO ANTITETANICO ISI,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0979,VACCINO ANTITETANICO ISI,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0979,VACCINO ANTITETANICO ISI,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0980,VAC.DPT ISI,False,CVX-107,"Diph-T-aP/ap, unspecified",True,2,0
VAC0981,VACCINO PERTOSSE ISI,False,CVX-11,"Pertussis vaccine, unspecified",True,16,0
VAC0982,VACCINO TIFICO ISI,False,CVX-91,"Typhoid vaccine, unspecified",True,10,0
VAC0983,VACCINO ANTIPOL ISI,False,CVX-10,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0983,VACCINO ANTIPOL ISI,False,CVX-324,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0983,VACCINO ANTIPOL ISI,False,CVX-89,"Polio vaccine, unspecified",False,,
VAC0984,VACCINO ANTIVAIOLOSO ISI,False,CVX-105,"Smallpox vaccine, unspecified",True,15,0
VAC0984,VACCINO ANTIVAIOLOSO ISI,False,CVX-325,"Smallpox vaccine, unspecified",True,15,0
VAC0984,VACCINO ANTIVAIOLOSO ISI,False,CVX-75,"Smallpox vaccine, unspecified",True,15,0
VAC0985,VACCINO TAB TE ISI,False,,,,,
VAC0986,H ATETAL ISI,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0986,H ATETAL ISI,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0986,H ATETAL ISI,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0987,TANRIX,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0987,TANRIX,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0987,TANRIX,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0988,VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK,False,CVX-108,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0988,VACCINO MENINGOCOCCICO POLISACCARIDICO TETRAVALENTE GSK,False,CVX-32,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0989,HANTAVAX,False,CVX-57,"Hantavirus vaccine, unspecified",True,2,0
VAC0990,ALPHARIX,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0990,ALPHARIX,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0990,ALPHARIX,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0990,ALPHARIX,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0991,FLULAVAL QUADRIVALENT,False,CVX-150,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0991,FLULAVAL QUADRIVALENT,False,CVX-158,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0991,FLULAVAL QUADRIVALENT,False,CVX-166,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0991,FLULAVAL QUADRIVALENT,False,CVX-205,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0991,FLULAVAL QUADRIVALENT,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0991,FLULAVAL QUADRIVALENT,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0992,AFLURIA QUADRIVALENT,False,CVX-150,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0992,AFLURIA QUADRIVALENT,False,CVX-158,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0992,AFLURIA QUADRIVALENT,False,CVX-166,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0992,AFLURIA QUADRIVALENT,False,CVX-205,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0992,AFLURIA QUADRIVALENT,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0992,AFLURIA QUADRIVALENT,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0993,TD ADSORBED,False,CVX-09,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0993,TD ADSORBED,False,CVX-113,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0993,TD ADSORBED,False,CVX-138,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0993,TD ADSORBED,False,CVX-139,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0993,TD ADSORBED,False,CVX-196,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0994,VARIVAX II,False,CVX-21,"Chickenpox vaccine, unspecified",True,9,0
VAC0995,IMVAMUNE,False,CVX-206,"3rd generation smallpox vaccine, modified Ankara vaccinia virus, unspecified",True,4,0
VAC0995,IMVAMUNE,False,CVX-105,"Smallpox vaccine, unspecified",False,,
VAC0995,IMVAMUNE,False,CVX-325,"Smallpox vaccine, unspecified",False,,
VAC0995,IMVAMUNE,False,CVX-75,"Smallpox vaccine, unspecified",False,,
VAC0996,ACAM2000,False,CVX-105,"Smallpox vaccine, unspecified",True,15,0
VAC0996,ACAM2000,False,CVX-325,"Smallpox vaccine, unspecified",True,15,0
VAC0996,ACAM2000,False,CVX-75,"Smallpox vaccine, unspecified",True,15,0
VAC0997,"Pneumococcal 13-valent conjugate vaccine, unspecified",True,CVX-133,"Pneumococcal 13-valent conjugate vaccine, unspecified",True,2,1
VAC0997,"Pneumococcal 13-valent conjugate vaccine, unspecified",True,CVX-109,"Pneumococcal vaccine, unspecified",False,,
VAC0997,"Pneumococcal 13-valent conjugate vaccine, unspecified",True,CVX-152,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC0998,LC16,False,CVX-105,"Smallpox vaccine, unspecified",True,15,0
VAC0998,LC16,False,CVX-325,"Smallpox vaccine, unspecified",True,15,0
VAC0998,LC16,False,CVX-75,"Smallpox vaccine, unspecified",True,15,0
VAC0999,WETVAX APSV,False,CVX-105,"Smallpox vaccine, unspecified",True,15,0
VAC0999,WETVAX APSV,False,CVX-325,"Smallpox vaccine, unspecified",True,15,0
VAC0999,WETVAX APSV,False,CVX-75,"Smallpox vaccine, unspecified",True,15,0
VAC1000,VACV VACCINIA VIRUS LISTER ELSTREE,False,CVX-105,"Smallpox vaccine, unspecified",True,15,0
VAC1000,VACV VACCINIA VIRUS LISTER ELSTREE,False,CVX-325,"Smallpox vaccine, unspecified",True,15,0
VAC1000,VACV VACCINIA VIRUS LISTER ELSTREE,False,CVX-75,"Smallpox vaccine, unspecified",True,15,0
VAC1001,V4020 VEEV VACCINE,False,CVX-80,"Venezuelan Equine Encephalitis Vaccine, Unspecified",True,2,0
VAC1001,V4020 VEEV VACCINE,False,CVX-81,"Venezuelan Equine Encephalitis Vaccine, Unspecified",True,2,0
VAC1001,V4020 VEEV VACCINE,False,CVX-92,"Venezuelan Equine Encephalitis Vaccine, Unspecified",True,2,0
VAC1002,Q-VAX,False,CVX-70,"Q fever vaccine, unspecified",True,2,0
VAC1003,TEDIVAX PRO ADULTO,False,CVX-09,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1003,TEDIVAX PRO ADULTO,False,CVX-113,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1003,TEDIVAX PRO ADULTO,False,CVX-138,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1003,TEDIVAX PRO ADULTO,False,CVX-139,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1003,TEDIVAX PRO ADULTO,False,CVX-196,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC1004,TEDIVAX,False,CVX-28,"DT vaccine, unspecified",True,27,0
VAC1005,REVAC-B PLUS ADULT VACCINE,False,CVX-189,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC1005,REVAC-B PLUS ADULT VACCINE,False,CVX-43,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC1005,REVAC-B PLUS ADULT VACCINE,False,CVX-45,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1006,SHANVAC B,False,CVX-189,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC1006,SHANVAC B,False,CVX-43,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC1006,SHANVAC B,False,CVX-45,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC1007,ISTIVAC4,False,CVX-150,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1007,ISTIVAC4,False,CVX-158,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1007,ISTIVAC4,False,CVX-166,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1007,ISTIVAC4,False,CVX-205,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC1007,ISTIVAC4,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC1007,ISTIVAC4,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC1008,DITEMER,False,CVX-28,"DT vaccine, unspecified",True,27,0
VAC1009,TETAMER,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC1009,TETAMER,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC1009,TETAMER,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC1010,TRIAMER,False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC1011,DITEKIBOOSTER,False,CVX-115,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC1011,DITEKIBOOSTER,False,CVX-107,"Diph-T-aP/ap, unspecified",False,,
VAC1012,PICOVAX,False,CVX-10,"Inactivated Polio vaccine, unspecified",True,18,0
VAC1012,PICOVAX,False,CVX-324,"Inactivated Polio vaccine, unspecified",True,18,0
VAC1012,PICOVAX,False,CVX-89,"Polio vaccine, unspecified",False,,
VAC1013,FLUBLOK TRIVALENT,False,CVX-88,"Influenza vaccine, unspecified",True,13,0
VAC1014,PROVARIVAX,False,CVX-21,"Chickenpox vaccine, unspecified",True,9,0
VAC1015,COMBIVAX,False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC1016,IDFLU,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1016,IDFLU,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC1016,IDFLU,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC1016,IDFLU,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC1017,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (50 µg/50 µg)/mL MULTIDOSE MODERNA,False,CVX-213,"COVID-19 vaccine, unspecified",True,170,0
VAC1017,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.1 (50 µg/50 µg)/mL MULTIDOSE MODERNA,False,CVX-500,"COVID-19 vaccine, unspecified",True,170,0
VAC1018,NOORA VACCINE,False,CVX-213,"COVID-19 vaccine, unspecified",True,170,0
VAC1018,NOORA VACCINE,False,CVX-500,"COVID-19 vaccine, unspecified",True,170,0
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA",False,CVX-221,"COVID-19 mRNA vaccine, original virus, 50 µg, unspecified",True,3,0
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA",False,CVX-227,"COVID-19 mRNA vaccine, original virus, 50 µg, unspecified",True,3,0
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA",False,CVX-312,"COVID-19 mRNA vaccine, original virus, 50 µg, unspecified",True,3,0
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA",False,CVX-213,"COVID-19 vaccine, unspecified",False,,
VAC1019,"SPIKEVAX 0,1 mg/mL MODERNA",False,CVX-500,"COVID-19 vaccine, unspecified",False,,
VAC1020,VACCIN HEPATITE A AVENTIS PASTEUR MSD,False,CVX-52,"Inactivated hepatitis A vaccine, adult dose, unspecified",True,5,0
VAC1020,VACCIN HEPATITE A AVENTIS PASTEUR MSD,False,CVX-85,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC1021,COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,False,CVX-520,COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,True,1,1
VAC1021,COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,False,CVX-213,"COVID-19 vaccine, unspecified",False,,
VAC1021,COMIRNATY ORIGINAL/OMICRON BA.1 (15/15 µg) BIONTECH-PFIZER,False,CVX-500,"COVID-19 vaccine, unspecified",False,,
VAC1022,COMIRNATY 3 µg 6 MOIS-4 ANS BIONTECH-PFIZER,False,CVX-219,"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True,2,0
VAC1022,COMIRNATY 3 µg 6 MOIS-4 ANS BIONTECH-PFIZER,False,CVX-308,"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 3 micrograms, unspecified",True,2,0
VAC1022,COMIRNATY 3 µg 6 MOIS-4 ANS BIONTECH-PFIZER,False,CVX-213,"COVID-19 vaccine, unspecified",False,,
VAC1022,COMIRNATY 3 µg 6 MOIS-4 ANS BIONTECH-PFIZER,False,CVX-500,"COVID-19 vaccine, unspecified",False,,
VAC1023,COMIRNATY ORIGINAL/OMICRON BA.4-5 (15/15 µg) BIONTECH-PFIZER,False,CVX-300,"COVID-19 Bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 15 micrograms, unspecified",True,2,0
VAC1023,COMIRNATY ORIGINAL/OMICRON BA.4-5 (15/15 µg) BIONTECH-PFIZER,False,CVX-213,"COVID-19 vaccine, unspecified",False,,
VAC1023,COMIRNATY ORIGINAL/OMICRON BA.4-5 (15/15 µg) BIONTECH-PFIZER,False,CVX-500,"COVID-19 vaccine, unspecified",False,,
VAC1024,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 (50 µg/50 µg)/mL MODERNA,False,CVX-213,"COVID-19 vaccine, unspecified",True,170,0
VAC1024,SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 (50 µg/50 µg)/mL MODERNA,False,CVX-500,"COVID-19 vaccine, unspecified",True,170,0
VAC1025,CORBEVAX,False,CVX-517,CORBEVAX,True,1,1
VAC1025,CORBEVAX,False,CVX-213,"COVID-19 vaccine, unspecified",False,,
VAC1025,CORBEVAX,False,CVX-500,"COVID-19 vaccine, unspecified",False,,
VAC1026,SOBERANA 02 FINLAY-FR-2 COVID-19 VACCINE,False,CVX-213,"COVID-19 vaccine, unspecified",True,170,0
VAC1026,SOBERANA 02 FINLAY-FR-2 COVID-19 VACCINE,False,CVX-500,"COVID-19 vaccine, unspecified",True,170,0
VAC1027,KOVIVAC CHUMAKOV COVID-19 VACCINE,False,CVX-213,"COVID-19 vaccine, unspecified",True,170,0
VAC1027,KOVIVAC CHUMAKOV COVID-19 VACCINE,False,CVX-500,"COVID-19 vaccine, unspecified",True,170,0
VAC1028,RECOMBIVAX HB DIALYSÉ,False,CVX-44,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,5,0
