NUVA,NUVA label,IsAbstract,CPT,CPT label,Best,Blur,Equiv
VAC0823,"VLP influenza vaccine, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC0823,"VLP influenza vaccine, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC0824,"Hepatitis A virosome vaccine, unspecified",True,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",True,8,0
VAC0825,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,CPT-90636,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,6,1
VAC0826,MEASLES AND RUBELLA VACCINE SII,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0827,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,CPT-90710,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,3,1
VAC0828,"Rotavirus pentavalent vaccine, unspecified",True,CPT-90680,"Rotavirus pentavalent vaccine, unspecified",True,2,1
VAC0829,"Rubella-Mumps vaccine, unspecified",True,,,,,
VAC0830,"Subunit shingles vaccine, unspecified",True,,,,,
VAC0831,"Ebola vaccine, unspecified",True,,,,,
VAC0832,"Herpes Simplex vaccine, unspecified",True,,,,,
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,CPT-91307,COMIRNATY 10 µg BIONTECH-PFIZER,True,1,1
VAC0833,COMIRNATY 10 µg BIONTECH-PFIZER,False,CPT-91309,"COVID-19 mRNA vaccine, paediatric dose, unspecified",False,,
VAC0835,FIOCRUZ COVID-19 VACCINE,False,,,,,
VAC0836,FLUAD TETRA,False,CPT-90630,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0836,FLUAD TETRA,False,CPT-90686,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0836,FLUAD TETRA,False,CPT-90687,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0836,FLUAD TETRA,False,CPT-90688,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0836,FLUAD TETRA,False,CPT-90694,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0836,FLUAD TETRA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0836,FLUAD TETRA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0836,FLUAD TETRA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0837,COVOVAX SII,False,,,,,
VAC0838,COVOVAX NOVAVAX,False,CPT-91304,COVOVAX NOVAVAX,True,1,1
VAC0839,"Inactivated whole-cell brucella vaccine, unspecified",True,,,,,
VAC0840,ADDIGRIP,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0840,ADDIGRIP,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0840,ADDIGRIP,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0840,ADDIGRIP,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0840,ADDIGRIP,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0841,"INFLUVAC 0,25 mL",False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0841,"INFLUVAC 0,25 mL",False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0841,"INFLUVAC 0,25 mL",False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0841,"INFLUVAC 0,25 mL",False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0841,"INFLUVAC 0,25 mL",False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0842,NEORABIS,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0842,NEORABIS,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0842,NEORABIS,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0843,NOVIRAB,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0843,NOVIRAB,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0843,NOVIRAB,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0844,VERORABVAX,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0844,VERORABVAX,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0844,VERORABVAX,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0845,VACCIN POLIOMYELITIQUE ORAL PRODUIT SUR CELLULES VERO MERIEUX,False,,,,,
VAC0846,VACCIN POLIOMYELITIQUE ORAL BIVALENT TYPES 1 et 3,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0847,VACCIN PNEUMOCOCCIQUE SARBACH,False,,,,,
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC0848,VACCIN BCG INSTITUT MERIEUX,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC0849,"Tularemia vaccine, unspecified",True,,,,,
VAC0850,NEISVAC-C,False,,,,,
VAC0851,POLIO SABIN MONO TWO (ORAL) GSK,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0852,"mOPV2 Sabin monovalent oral polio vaccine type 2, unspecified",True,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0853,"mOPV1 Sabin monovalent oral polio vaccine type 1, unspecified",True,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0854,"mOPV3 Sabin monovalent oral polio vaccine type 3, unspecified",True,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0855,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,,,,,
VAC0856,"DTaPHib vaccine, unspecified",True,CPT-90721,"DTaPHib vaccine, unspecified",True,6,1
VAC0856,"DTaPHib vaccine, unspecified",True,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0857,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,,,,,
VAC0858,"HPV vaccine bivalent, unspecified",True,CPT-90650,"HPV vaccine bivalent, unspecified",True,3,1
VAC0859,"HPV vaccine quadrivalent, unspecified",True,CPT-90649,"HPV vaccine quadrivalent, unspecified",True,5,1
VAC0860,"HPV vaccine nonavalent, unspecified",True,CPT-90651,"HPV vaccine nonavalent, unspecified",True,3,1
VAC0861,"Multicomponent meningococcal B vaccine, unspecified",True,CPT-90621,"Multicomponent meningococcal B vaccine, unspecified",True,4,1
VAC0862,"Measles immunoglobulin, unspecified",True,CPT-90281,"Measles immunoglobulin, unspecified",True,4,3
VAC0862,"Measles immunoglobulin, unspecified",True,CPT-90283,"Measles immunoglobulin, unspecified",True,4,3
VAC0862,"Measles immunoglobulin, unspecified",True,CPT-90741,"Measles immunoglobulin, unspecified",True,4,3
VAC0863,"Hepatitis B immunoglobulin, unspecified",True,CPT-90371,"Hepatitis B immunoglobulin, unspecified",True,6,1
VAC0864,"Varicella-Zoster immunoglobulin, unspecified",True,CPT-90396,"Varicella-Zoster immunoglobulin, unspecified",True,3,1
VAC0865,"Polysaccharide meningococcal A vaccine, unspecified",True,,,,,
VAC0866,"Meningococcal conjugate vaccine A, unspecified",True,,,,,
VAC0867,"Diphtheria antitoxin, unspecified",True,CPT-90296,"Diphtheria antitoxin, unspecified",True,3,1
VAC0868,MENPOVAX A,False,,,,,
VAC0869,MENPOVAX C,False,,,,,
VAC0870,TYPBAR,False,,,,,
VAC0871,SUPEMTEK TETRA,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC0871,SUPEMTEK TETRA,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC0871,SUPEMTEK TETRA,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC0872,INFLUPOZZI SUBUNITA,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0872,INFLUPOZZI SUBUNITA,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0872,INFLUPOZZI SUBUNITA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0872,INFLUPOZZI SUBUNITA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0872,INFLUPOZZI SUBUNITA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0873,INFLUPOZZI ADIUVATO,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0873,INFLUPOZZI ADIUVATO,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0873,INFLUPOZZI ADIUVATO,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0873,INFLUPOZZI ADIUVATO,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0873,INFLUPOZZI ADIUVATO,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0874,INNOFLU,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0874,INNOFLU,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0874,INNOFLU,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0874,INNOFLU,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0874,INNOFLU,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0875,PANDEMIC INFLUENZA VACCINE H5N1 ASTRAZENECA,False,,,,,
VAC0876,CINQUERIX,False,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0877,INFANRIX HEPB,False,,,,,
VAC0878,TRITANRIX,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0879,ACELLUVAX,False,,,,,
VAC0880,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,,,,,
VAC0881,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,,,,,
VAC0882,CANDID 1,False,,,,,
VAC0883,ENTEROVACCINO TIFICO SCLAVO,False,CPT-90692,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0883,ENTEROVACCINO TIFICO SCLAVO,False,CPT-90693,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0884,DIF-PER-TET-ALL CHIRON,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0884,DIF-PER-TET-ALL CHIRON,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0885,INFLUPOZZI ZONALE,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0885,INFLUPOZZI ZONALE,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0885,INFLUPOZZI ZONALE,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0885,INFLUPOZZI ZONALE,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0885,INFLUPOZZI ZONALE,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0886,MONO OPV1,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0887,POLIORAL,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0888,QUATTVAXEM,False,,,,,
VAC0889,MONO OPV3,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0890,NEOTYF,False,CPT-90690,"Live attenuated oral typhoid vaccine, unspecified",True,3,0
VAC0891,PNEUMOPUR,False,CPT-90732,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0892,POLIOVAX-IN,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0893,VACCINO ANTICOLERICO SCLAVO,False,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC0894,"Adenovirus vaccine, unspecified",True,,,,,
VAC0895,"Venezuelan Equine Encephalitis Vaccine, Unspecified",True,,,,,
VAC0896,"Q fever vaccine, unspecified",True,,,,,
VAC0897,"Hantavirus vaccine, unspecified",True,,,,,
VAC0898,"Leishmaniasis vaccine, unspecified",True,,,,,
VAC0899,"Human Parainfluenza Virus Vaccine, unspecified",True,,,,,
VAC0900,PREVENAR 20,False,,,,,
VAC0901,MENCEVAX ACW,False,,,,,
VAC0902,"Rabies vaccine Semple type, unspecified",True,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0902,"Rabies vaccine Semple type, unspecified",True,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0902,"Rabies vaccine Semple type, unspecified",True,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0903,"Rabies vaccine Fuenzalida type, unspecified",True,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0903,"Rabies vaccine Fuenzalida type, unspecified",True,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0903,"Rabies vaccine Fuenzalida type, unspecified",True,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0904,"Rabies duck embryo vaccine, unspecified",True,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0904,"Rabies duck embryo vaccine, unspecified",True,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0904,"Rabies duck embryo vaccine, unspecified",True,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0905,"Rabies vaccine PHKCV, unspecified",True,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0905,"Rabies vaccine PHKCV, unspecified",True,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0905,"Rabies vaccine PHKCV, unspecified",True,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0906,"Shingles vaccine, unspecified",True,,,,,
VAC0907,"Vaccine against adenovirus type 4, unspecified",True,CPT-90476,"Vaccine against adenovirus type 4, unspecified",True,1,1
VAC0908,"Vaccine against adenovirus type 7, unspecified",True,CPT-90477,"Vaccine against adenovirus type 7, unspecified",True,1,1
VAC0909,Botulinum antitoxin,True,CPT-90287,Botulinum antitoxin,True,4,1
VAC0910,"Inactivated hepatitis A vaccine, adult dose, unspecified",True,CPT-90632,"Inactivated hepatitis A vaccine, adult dose, unspecified",True,5,1
VAC0910,"Inactivated hepatitis A vaccine, adult dose, unspecified",True,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0911,"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified",True,CPT-90633,"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified",True,5,1
VAC0911,"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified",True,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0912,"Hepatitis A vaccine, pediatric dose, unspecified",True,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",True,8,0
VAC0913,BIMERVAX,False,,,,,
VAC0914,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,CPT-90744,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,16,1
VAC0914,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0915,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,2
VAC0915,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,2
VAC0915,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0916,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,CPT-90740,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,5,2
VAC0916,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,CPT-90747,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,5,2
VAC0916,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0917,"Hepatitis E vaccine, unspecified",True,,,,,
VAC0918,"PRP-D Hib vaccine, unspecified",True,CPT-90646,"PRP-D Hib vaccine, unspecified",True,2,1
VAC0918,"PRP-D Hib vaccine, unspecified",True,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0919,"Hib hbOC vaccine, unspecified",True,CPT-90645,"Hib hbOC vaccine, unspecified",True,3,1
VAC0919,"Hib hbOC vaccine, unspecified",True,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0920,"Diphtheria-tetanus Td vaccine, unspecified",True,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,1
VAC0921,"Japanese encephalitis vaccine, unspecified",True,,,,,
VAC0922,"Live attenuated adenovirus vaccine, type 4 and type 7, oral",True,,,,,
VAC0923,"Respiratory Syncytial Virus monoclonal antibody, unspecified",True,,,,,
VAC0924,FLUZONE INTRADERMAL,False,CPT-90654,FLUZONE INTRADERMAL,True,1,1
VAC0924,FLUZONE INTRADERMAL,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0924,FLUZONE INTRADERMAL,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0924,FLUZONE INTRADERMAL,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0925,"Trivalent inactivated influenza vaccine, unspecified",True,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,2
VAC0925,"Trivalent inactivated influenza vaccine, unspecified",True,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,2
VAC0925,"Trivalent inactivated influenza vaccine, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0925,"Trivalent inactivated influenza vaccine, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0925,"Trivalent inactivated influenza vaccine, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0926,FLUCELVAX,False,CPT-90661,FLUCELVAX,True,1,1
VAC0926,FLUCELVAX,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0926,FLUCELVAX,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0926,FLUCELVAX,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0927,"COVID-19 mRNA vaccine, paediatric dose, unspecified",True,CPT-91309,"COVID-19 mRNA vaccine, paediatric dose, unspecified",True,1,1
VAC0928,"Live attenuated Hepatitis A vaccine, unspecified",True,,,,,
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,CPT-90685,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,2,1
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0929,"Influenza quadrivalent inactivated vaccine, pediatric dose, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0930,AD5-NCOV COVID-19 INHALATION VACCINE,False,CPT-91311,AD5-NCOV COVID-19 INHALATION VACCINE,True,1,1
VAC0931,FLUBLOK QUADRIVALENT,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC0931,FLUBLOK QUADRIVALENT,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC0931,FLUBLOK QUADRIVALENT,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC0932,"Quadrivalent recombinant influenza vaccine, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC0932,"Quadrivalent recombinant influenza vaccine, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC0932,"Quadrivalent recombinant influenza vaccine, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC0933,"TICOVAC 2,7µg",False,,,,,
VAC0934,VACCIN OREILLONS AVENTIS PASTEUR MSD,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0935,VACCIN RABIQUE INACTIVE MERIEUX,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0936,VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE AVENTIS PASTEUR MSD,False,CPT-90732,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0937,"Botulism vaccine, unspecified",True,,,,,
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90630,"Quadrivalent influenza vaccine, unspecified",True,15,5
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90686,"Quadrivalent influenza vaccine, unspecified",True,15,5
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90687,"Quadrivalent influenza vaccine, unspecified",True,15,5
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90688,"Quadrivalent influenza vaccine, unspecified",True,15,5
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90694,"Quadrivalent influenza vaccine, unspecified",True,15,5
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0938,"Quadrivalent influenza vaccine, unspecified",True,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0939,PREHEVBRIO,False,,,,,
VAC0940,SPUTNIK-LIGHT,False,,,,,
VAC0941,"Immunoglobulin against anthrax, unspecified",True,,,,,
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0942,"Chicken embryo rabies vaccine, unspecified",True,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0943,"Rabies vaccine diploid cells, unspecified",True,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0943,"Rabies vaccine diploid cells, unspecified",True,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0943,"Rabies vaccine diploid cells, unspecified",True,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0944,"Inactivated whole virion oral cholera vaccine, unspecified",True,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC0945,"Meningococcal vaccine serogroup unknown, unspecified",True,,,,,
VAC0946,TYPHIDRALL,False,,,,,
VAC0947,IMMU-PHILUS,False,CPT-90647,"PRP-OMP Hib vaccine, unspecified",True,3,0
VAC0947,IMMU-PHILUS,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0948,BACITHRAX,False,CPT-90581,"Anthrax vaccine, unspecified",True,7,0
VAC0949,IMOVAX BCG,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC0949,IMOVAX BCG,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC0950,IMOVAX DTP,False,,,,,
VAC0951,IMOVAX POLIO ORALE,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0952,IMOVAX COLERA,False,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC0953,PROCOMVAX,False,CPT-90748,"HepB-Hib, unspecified",True,4,0
VAC0954,JAPANESE ENCEPHALITIS VACCINE,False,CPT-90735,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0955,PULMOVAX,False,CPT-90732,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0956,VACCINO COLERICO BERNA,False,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC0957,VACCINO BCG BERNA,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC0957,VACCINO BCG BERNA,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC0958,ADIUGRIP,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0958,ADIUGRIP,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0958,ADIUGRIP,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0958,ADIUGRIP,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0958,ADIUGRIP,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0959,STREPTOPUR,False,CPT-90732,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0960,VIATIM,False,,,,,
VAC0961,ANATOXAL TE N,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0962,ANATOXAL DI TE N ADULT,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0963,ANATOXAL DI TE PER,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0964,ANATOXAL DI,False,,,,,
VAC0965,ANATOXAL TE TAB,False,,,,,
VAC0966,JYNNEOS,False,CPT-90611,JYNNEOS,True,1,1
VAC0967,HEPASOMA,False,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",True,8,0
VAC0968,INFLEXAL V,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0968,INFLEXAL V,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0968,INFLEXAL V,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0968,INFLEXAL V,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0968,INFLEXAL V,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0969,LYSSAVAC N BERNA,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0969,LYSSAVAC N BERNA,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0969,LYSSAVAC N BERNA,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0970,TETATOX,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0971,VACCINO ANTIVAIOLOSO LANCY,False,,,,,
VAC0972,VIROFLUSOMA,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0972,VIROFLUSOMA,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0972,VIROFLUSOMA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0972,VIROFLUSOMA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0972,VIROFLUSOMA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0973,VIROFLU,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0973,VIROFLU,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0973,VIROFLU,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0973,VIROFLU,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0973,VIROFLU,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0974,MENCEVAX AC,False,,,,,
VAC0975,PERTURIX,False,,,,,
VAC0976,VACCINO ANTICOLERICO ISI,False,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC0977,ENTEROVACCINO ISI,False,CPT-90692,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0977,ENTEROVACCINO ISI,False,CPT-90693,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0978,VAC.DIFTO TETANO ISI,False,,,,,
