NUVA,NUVA label,IsAbstract,ATC,ATC label,Best,Blur,Equiv
VAC0523,GARDASIL 9,False,ATC-J07BM03,"HPV vaccine nonavalent, unspecified",True,3,0
VAC0524,TEVAX,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0525,INFANRIX PENTA,False,ATC-J07CA12,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,0
VAC0526,HECOLIN,False,,,,,
VAC0527,VACCIN DIPHTERIQUE ET TETANIQUE ADSORBE,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0528,MOSQUIRIX,False,,,,,
VAC0529,IMOVAX TETANO,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0530,TETANOL PUR,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0531,TETANOS ADSORBE MERIEUX,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0532,TETANUS VACCIN,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0534,MENJUGATE 10 µg,False,ATC-J07AH07,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC0535,VAXELIS,False,ATC-J07CA09,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0538,VACCIN BCG BIOMED-LUBLIN,False,ATC-J07AN01,"BCG vaccine, unspecified",True,19,0
VAC0539,DENGVAXIA,False,ATC-J07BX04,"Dengue vaccine, unspecified",True,5,0
VAC0540,IPAD T,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0541,BOOSTRIX,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0542,Vaccin D.T.P. Pasteur,False,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,0
VAC0543,HEXAXIM,False,ATC-J07CA09,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0544,TETRAXIM,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0545,EUVAX B 20 µg,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0546,DULTAVAX,False,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,0
VAC0549,"dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified",True,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,0
VAC0550,"Measles-Rubella vaccine, unspecified",True,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,1
VAC0551,"DTaPIPV vaccine, standard dose, unspecified",True,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0552,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,ATC-J07CA09,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,1
VAC0553,"Pentavalent DTwPHibIPV vaccine, unspecified",True,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0554,PEDIACEL,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0555,COMBACT-HIB,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0556,MENITORIX,False,ATC-J07AG53,"Hib-MeningoC vaccine, unspecified",True,3,0
VAC0560,VAXIGRIPTETRA,False,,,,,
VAC0561,IMOJEV,False,ATC-J07BA03,"Live attenuated Japanese Encephalitis vaccine, unspecified",True,7,0
VAC0562,INFLUVAC TETRA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0563,ALPHA-RIX-TETRA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0566,PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0567,SHINGRIX,False,ATC-J07BK03,"Subunit shingles vaccine, unspecified",True,3,0
VAC0568,BOOSTRIX-POLIO,False,ATC-J07CA02,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified",True,26,0
VAC0569,INFANRIX-IPV,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0570,HIBERIX,False,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0573,AGRIFLU,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0574,Td POLIO ADSORBED,False,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,0
VAC0575,FSME-IMMUN,False,ATC-J07BA01,"Tick-borne encephalitis vaccine, unspecified",True,12,0
VAC0576,FLUVIRAL,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0577,TRIPACEL HYBRID,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0578,INFANRIX-HIB,False,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,7,0
VAC0579,CLAIRYG 50 mg/mL,False,ATC-J06BB14,"Measles immunoglobulin, unspecified",True,4,0
VAC0580,CLAIRYG,False,ATC-J06BB14,"Measles immunoglobulin, unspecified",True,4,0
VAC0582,TRUMENBA,False,ATC-J07AH09,"Multicomponent meningococcal B vaccine, unspecified",True,5,0
VAC0585,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified",True,ATC-J07CA02,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified",True,26,1
VAC0586,ERVEBO,False,ATC-J07BX02,"Ebola vaccine, unspecified",True,7,0
VAC0590,VACCIN BCG AJVACCINES,False,ATC-J07AN01,"BCG vaccine, unspecified",True,19,0
VAC0591,VIVAXIM,False,ATC-J07CA10,"Typhoid-hepatitis A vaccine, unspecified",True,6,0
VAC0592,SPEEDA,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0593,VERORAB,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0594,MENQUADFI,False,ATC-J07AH08,"Meningococcal ACWY conjugate vaccine, unspecified",True,8,0
VAC0595,FLUCELVAX TETRA,False,,,,,
VAC0596,"DTaPHibHepB pentavalent vaccine, unspecified",True,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0598,"DTwPHibHepB pentavalent vaccine, unspecified",True,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0599,"DTPerHibHepB pentavalent vaccine, unspecified",True,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,1
VAC0600,"OPV bivalent 1-3, unspecified",True,ATC-J07BF04,"OPV bivalent 1-3, unspecified",True,5,1
VAC0600,"OPV bivalent 1-3, unspecified",True,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0601,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,,,,,
VAC0602,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0603,COMVAC3,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0610,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0611,SHAN-5,False,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0612,DTP-vax FINLAY,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0613,BORYUNG DTap VACCINE,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0614,TDAPBOOSTER AJ VACCINES,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0615,VACCIN T.P. PASTEUR,False,,,,,
VAC0620,IXCHIQ,False,,,,,
VAC0621,MENC VACCINE FUNED,False,ATC-J07AH07,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC0622,EOLARIX,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0623,"Measles-mumps vaccine, unspecified",True,ATC-J07BD51,"Measles-mumps vaccine, unspecified",True,9,1
VAC0624,M-M-Vax,False,ATC-J07BD51,"Measles-mumps vaccine, unspecified",True,9,0
VAC0625,MORATEN,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0626,MoRu Viraten,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0627,MORUMAN,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0628,Immravax,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0631,MENINVACTKIT,False,ATC-J07AH07,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC0632,OPVERO,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0632,OPVERO,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0633,ZABDENO,False,ATC-J07BX02,"Ebola vaccine, unspecified",True,7,0
VAC0634,MVABEA,False,ATC-J07BX02,"Ebola vaccine, unspecified",True,7,0
VAC0635,PREFLUCEL,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0636,FLUMIST QUADRIVALENT,False,ATC-J07BB03,"Influenza vaccine, live attenuated, unspecified",True,7,0
VAC0637,IPAD DT,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0638,IPAD POLIO,False,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0639,ADACEL POLIO,False,ATC-J07CA02,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified",True,26,0
VAC0640,TRITANRIX HepB+Hib,False,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0641,GLOBORIX,False,,,,,
VAC0642,FLUZONE HIGH-DOSE QUADRIVALENT,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0643,"Meningococcal ACWY conjugate vaccine, unspecified",True,ATC-J07AH08,"Meningococcal ACWY conjugate vaccine, unspecified",True,8,1
VAC0644,QDENGA,False,ATC-J07BX04,"Dengue vaccine, unspecified",True,5,0
VAC0645,IMMU ORR,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0646,CECOLIN,False,ATC-J07BM02,"HPV vaccine bivalent, unspecified",True,3,0
VAC0647,ROTASIIL,False,ATC-J07BH01,"Rotavirus vaccine, unspecified",True,7,0
VAC0648,"COVID-19 vaccine, unspecified",True,,,,,
VAC0649,EFLUELDA TETRA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0650,VAXZEVRIA ASTRAZENECA,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0651,CORONAVAC COVID-19 VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0652,CONVIDECIA,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0653,"Hepatitis A + Hepatitis B vaccine Child, unspecified",True,ATC-J07BC20,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,9,0
VAC0654,"Hepatitis A + Hepatitis B vaccine Adult, unspecified",True,ATC-J07BC20,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,9,0
VAC0655,"Diphtheria vaccine, unspecified",True,ATC-J07AF01,"Diphtheria vaccine, unspecified",True,10,1
VAC0656,"SPIKEVAX 0,2 mg/mL MODERNA",False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0657,SINOPHARM WUHAN COVID-19 VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0658,COMIRNATY 30 µg BIONTECH-PFIZER,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0659,ZIFIVAX ANHUI COVID-19 VACCINE,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0660,CHINESE-IMB-INACTIVATED-COVID,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0661,INOVIO-DNA-COVID,False,,,,,
VAC0662,OSAKA-DNA-COVID / AG0301-COVID19,False,,,,,
VAC0663,CADILA-DNA-COVID,False,,,,,
VAC0664,GX-19-DNA-Covid,False,,,,,
VAC0665,COVAXIN BHARAT BIOTECH COVID-19 VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0666,JCOVDEN (ancien nom : JANSSEN COVID-19 VACCINE),False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0667,NUVAXOVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0668,KENTUCKY-RBD-COVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0669,ARCTURUS-RNA-COVID,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0670,SPOUTNIK V,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0671,CLOVER-SPIKE-SCB-2019-COVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0672,VAXINE-SPIKE-COVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0673,QUEENSLAND-SPIKE-MF59-COVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0674,PASTEUR-MSD MEASLES VECTOR COVID,False,,,,,
VAC0675,IMPERIAL-COLLEGE-RNA-COVID,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0676,CUREVAC-RNA-COVID,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0677,CHINESE-PLA-ARN-Covid,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0678,Medicago-VLP-Covid,False,ATC-J07BN05,"COVID-19 VLP vaccine, unspecified",True,6,0
VAC0679,MEDIGEN-S-2P-CpH1018-COVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0680,COVILO SINOPHARM COVID-19 VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0681,GRAD-COV2 COVID-19 VACCINE REITHERA,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0682,FLUQUADRI,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0683,EPIVACCORONA,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0684,QAZVAC,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0685,VIDPREVTYN BETA,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0686,MULTI-PEPTIDE-pVAC-COVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0687,UB-612 COVID-19 Vaccine,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0688,INTRANASAL FLU-BASED RBD DelNS1-2019-nCoV-RBD-OPT1 COVID-19 Vaccine,False,,,,,
VAC0689,CHINESE-RECOMBINANT-Sf9-COVID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0690,CHINESE-AD5-NCOV-COVID,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0691,FINLAY-FR-1,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0692,COVAXX,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0693,VXA-COV2-1-COVID,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0694,LMU-MVA-SARS-2-S-COVID,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0695,RBD-HBsAg-VLPs-Covid,False,ATC-J07BN05,"COVID-19 VLP vaccine, unspecified",True,6,0
VAC0696,KCONVAC MINHAI COVID-19 VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0697,V590 (COVID-19),False,,,,,
VAC0698,hAd5-COVID-19,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0699,IIBR's RECOMBINANT VSV-DeltaG-spike VACCINE,False,,,,,
VAC0701,BACTRL-SPIKE,False,,,,,
VAC0702,RRBD PRODUCED IN CHO-CELL CHEMICALLY CONJUGATE TO TETANUS TOXOID,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0703,ADJUVANTED PROTEIN SUBUNIT (RBD),False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0705,INFLUSPLIT TETRA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0706,FLUZONE QUADRIVALENT,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0707,CORONAVIRUS SARS-CoV-2 INACTIVÉ,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0708,CORVAX12,False,,,,,
VAC0709,COVI-VAC,False,,,,,
VAC0710,COVID-19 mRNA VACCINE BNT162b2,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0711,"Typhoid conjugate vaccine, unspecified",True,,,,,
VAC0712,"Typhoid-hepatitis A vaccine, unspecified",True,ATC-J07CA10,"Typhoid-hepatitis A vaccine, unspecified",True,6,1
VAC0713,"Typhoid polysaccharide vaccine, unspecified",True,ATC-J07AP03,"Typhoid polysaccharide vaccine, unspecified",True,7,1
VAC0714,"VACCIN CONTRE LA COVID-19 (INACTIVE, AVEC ADJUVANT) VALNEVA",False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0715,ERUCOV-VAC,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0716,SARS-COV-2-RBD-FC FUSION PROTEIN,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0717,CIGB-669,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0718,CIGB-66,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0719,NANOCOVAX,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0720,S-268019,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0721,ADIMRSC-2F,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0722,COVIGENIX VAX-001,False,,,,,
VAC0723,GLS-5310,False,,,,,
VAC0724,CHULACOV19,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0725,COH04S1,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0726,ADCOVID,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0727,ADCLD-COV19,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0728,aAPC COVID-19 VACCINE,False,,,,,
VAC0729,LV-SMENP-DC vaccine,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0730,DENDRITIC CELL AV-COVID-19 VACCINE,False,,,,,
VAC0731,DITANRIX,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0732,COVAC-1 - COVAC-2,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0733,HEPLISAV-B,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0734,POLIO BOOSTRIX,False,ATC-J07CA02,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified",True,26,0
VAC0735,POLIOINFANRIX,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0736,TRIAXIS POLIO,False,ATC-J07CA02,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified",True,26,0
VAC0737,GBP510,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0739,RAZI COV PARS,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0740,PTX-COVID19-B,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0741,COVID-EVAX,False,,,,,
VAC0742,COVIGEN,False,,,,,
VAC0743,BBV154,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0744,COVID-19 INACTIVATED VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0745,MF59 ADJUVANTED SARS-CoV-2 SCLAMP VACCINE,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0752,COVISHIELD,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0753,INACTIVATED SARS-COV-2 VACCINE FAKHRAVAC (MIVAC),False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0754,INACTIVATED KOCAK-19 INAKTIF ADJUVANT COVID-19 VACCINE,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0755,ADJUVANTED INACTIVATED VACCINE AGAINST SARS-CoV-2,False,ATC-J07BN03,"COVID-19 vaccine, whole virion inactivated, unspecified",True,19,0
VAC0756,MV-014-212,False,,,,,
VAC0757,NBP 2001,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0758,SPFN COVID 19 VACCINE + AFLQ,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0759,EUCORVAC-19,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0760,RECOV,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0761,V-01,False,ATC-J07BN04,"COVID-19 vaccine, protein subunit, unspecified",True,57,0
VAC0762,COV2 SAM (LNP) VACCINE,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0763,mRNA-1273.351,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0764,MRT5500,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0765,DS-5670a,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0766,HDT-301,False,ATC-J07BN01,"COVID-19 mRNA vaccine, unspecified",True,86,0
VAC0767,ChAdV68 SAM-LNP rS-TCE GRITSTONE ONCOLOGY COVID-19 VACCINE,False,,,,,
VAC0768,COVIVAC,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0769,SC-Ad6-1,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0770,NDV-HXP-S,False,,,,,
VAC0771,VBI-2902a,False,ATC-J07BN05,"COVID-19 VLP vaccine, unspecified",True,6,0
VAC0772,SARS-CoV-2 VLP Vaccine,False,ATC-J07BN05,"COVID-19 VLP vaccine, unspecified",True,6,0
VAC0773,ABNCoV2,False,ATC-J07BN05,"COVID-19 VLP vaccine, unspecified",True,6,0
VAC0774,"FSME-IMMUN 0,25 mL",False,ATC-J07BA01,"Tick-borne encephalitis vaccine, unspecified",True,12,0
VAC0775,"DTwPHib, unspecified",True,ATC-J07AG51,"DTwPHib, unspecified",True,7,1
VAC0775,"DTwPHib, unspecified",True,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0776,TETRABIK,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0777,ADJUPANRIX,False,,,,,
VAC0778,VAXCHORA,False,ATC-J07AE02,"Live attenuated cholera vaccine, unspecified",True,4,0
VAC0779,BATREVAC,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0780,VAXNEUVANCE,False,ATC-J07AL02,"Pneumococcal conjugate vaccine, serotypes unspecified",True,20,0
VAC0781,RABIVAC,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0782,RASILVAX,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0783,R-COVI,False,ATC-J07BN02,"COVID-19 vaccine, non-replicating viral vector, unspecified",True,34,0
VAC0784,PERTAGEN,False,ATC-J07AJ02,"Acellular pertussis vaccine, unspecified",True,9,0
VAC0785,BOOSTAGEN,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0786,PREVNAR 20,False,ATC-J07AL02,"Pneumococcal conjugate vaccine, serotypes unspecified",True,20,0
VAC0787,"Diphtheria-Tetanus-Rubella, unspecified",True,ATC-J07CA03,"Diphtheria-Tetanus-Rubella, unspecified",True,3,1
VAC0788,"Hib-IPV, unspecified",True,,,,,
VAC0789,COMVAC4,False,ATC-J07CA05,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,0
VAC0790,"Diphtheria-Tetanus-Hepatitis B vaccine, unspecified",True,ATC-J07CA07,"Diphtheria-Tetanus-Hepatitis B vaccine, unspecified",True,1,1
VAC0791,"Hexavalent vaccine DTPerHibPHepB - Diphtheria-Tetanus-Pertussis-Polio-Hib-Hepatitis B vaccine, unspecified",True,,,,,
VAC0792,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,ATC-J07CA12,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,1
VAC0793,TETADIF,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0794,"T-igT, unspecified",True,,,,,
VAC0795,"Acellular pertussis vaccine, unspecified",True,ATC-J07AJ02,"Acellular pertussis vaccine, unspecified",True,9,1
VAC0796,"Pertussis vaccine, unspecified",True,,,,,
